run_id,knn,decay,knn_dist,t,gamma,n_components,seed,trustworthiness,silhouette_breed,seed_stability_vs_base,embedding_csv
phate_cosine_knn15_decay100_seed7_3d_g0,15,100,cosine,auto,0,3,7,0.8931857483245277,0.3057966217923074,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_3d_g0.csv
phate_cosine_knn15_decay100_seed42_3d_g0,15,100,cosine,auto,0,3,42,0.894486585026641,0.30767893415590525,0.6239840438793319,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_3d_g0.csv
phate_cosine_knn15_decay100_seed99_3d_g0,15,100,cosine,auto,0,3,99,0.9054964145403792,0.27413102954574065,0.6270755422587884,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_3d_g0.csv
phate_cosine_knn15_decay100_seed123_3d_g0,15,100,cosine,auto,0,3,123,0.8699410335428409,0.14703932139015127,0.575068561455996,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_3d_g0.csv
phate_cosine_knn15_decay100_seed256_3d_g0,15,100,cosine,auto,0,3,256,0.8945496915445994,0.2934866444066937,0.6172525554724507,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_3d_g0.csv
phate_cosine_knn15_decay100_seed7_2d,15,100,cosine,auto,1,2,7,0.8511929712317003,0.319166060694431,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_2d.csv
phate_cosine_knn15_decay100_seed42_2d,15,100,cosine,auto,1,2,42,0.8512042416080284,0.3239246770743244,0.5052106706556968,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_2d.csv
phate_cosine_knn15_decay100_seed99_2d,15,100,cosine,auto,1,2,99,0.8429306469613433,0.3301655889397842,0.4880079780603341,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_2d.csv
phate_cosine_knn15_decay100_seed123_2d,15,100,cosine,auto,1,2,123,0.8391452425161097,0.29822193591749535,0.49404138618798304,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_2d.csv
phate_cosine_knn15_decay100_seed256_2d,15,100,cosine,auto,1,2,256,0.8342460440789352,0.3373771454645132,0.5134879082523062,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_2d.csv
phate_cosine_knn15_decay100_seed7_3d,15,100,cosine,auto,1,3,7,0.8790276890757419,0.46341741666835173,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_3d.csv
phate_cosine_knn15_decay100_seed42_3d,15,100,cosine,auto,1,3,42,0.8984247277369274,0.4643667263419637,0.6227374719521317,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_3d.csv
phate_cosine_knn15_decay100_seed99_3d,15,100,cosine,auto,1,3,99,0.8836381457840254,0.459684216874709,0.6052356020942409,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_3d.csv
phate_cosine_knn15_decay100_seed123_3d,15,100,cosine,auto,1,3,123,0.8824765760217241,0.46553113505915333,0.6342059336823735,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_3d.csv
phate_cosine_knn15_decay100_seed256_3d,15,100,cosine,auto,1,3,256,0.8755725028621822,0.46351627405370693,0.618898030416355,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_3d.csv
phate_cosine_knn15_decay100_seed7_2d_t2_g0,15,100,cosine,2,0,2,7,0.8326435635336159,0.011719758187956286,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_2d_t2_g0.csv
phate_cosine_knn15_decay100_seed42_2d_t2_g0,15,100,cosine,2,0,2,42,0.8275485185906186,-0.007900936046420007,0.37491897282473197,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_2d_t2_g0.csv
phate_cosine_knn15_decay100_seed99_2d_t2_g0,15,100,cosine,2,0,2,99,0.831802042101117,-0.0062872103607175414,0.3581151832460733,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_2d_t2_g0.csv
phate_cosine_knn15_decay100_seed123_2d_t2_g0,15,100,cosine,2,0,2,123,0.8144910096929031,-0.044642578542967215,0.3518324607329843,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_2d_t2_g0.csv
phate_cosine_knn15_decay100_seed256_2d_t2_g0,15,100,cosine,2,0,2,256,0.82274031800676,-0.018704056093755674,0.3567190226876091,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_2d_t2_g0.csv
phate_cosine_knn15_decay100_seed7_3d_t2_g0,15,100,cosine,2,0,3,7,0.8703192172818509,0.15936379584873855,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_3d_t2_g0.csv
phate_cosine_knn15_decay100_seed42_3d_t2_g0,15,100,cosine,2,0,3,42,0.8513229410597265,0.1178215416947468,0.48561455996010966,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_3d_t2_g0.csv
phate_cosine_knn15_decay100_seed99_3d_t2_g0,15,100,cosine,2,0,3,99,0.8579986467958928,0.08749796332567797,0.47334829219645974,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_3d_t2_g0.csv
phate_cosine_knn15_decay100_seed123_3d_t2_g0,15,100,cosine,2,0,3,123,0.8477583145588596,0.12337371685007863,0.4763899276988282,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_3d_t2_g0.csv
phate_cosine_knn15_decay100_seed256_3d_t2_g0,15,100,cosine,2,0,3,256,0.830482573228037,0.051728907733138055,0.4542508102717527,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_3d_t2_g0.csv
phate_cosine_knn15_decay100_seed7_2d_t2,15,100,cosine,2,1,2,7,0.8072469278737657,0.06441394005575928,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_2d_t2.csv
phate_cosine_knn15_decay100_seed42_2d_t2,15,100,cosine,2,1,2,42,0.8174441139226336,0.10197346881502815,0.44013961605584645,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_2d_t2.csv
phate_cosine_knn15_decay100_seed99_2d_t2,15,100,cosine,2,1,2,99,0.733678578733445,-0.11229003038617232,0.3100473697332336,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_2d_t2.csv
phate_cosine_knn15_decay100_seed123_2d_t2,15,100,cosine,2,1,2,123,0.8085311815642447,0.07912082526532206,0.43630017452006986,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_2d_t2.csv
phate_cosine_knn15_decay100_seed256_2d_t2,15,100,cosine,2,1,2,256,0.7903732391934357,0.04594882378976506,0.39900274245823986,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_2d_t2.csv
phate_cosine_knn15_decay100_seed7_3d_t2,15,100,cosine,2,1,3,7,0.8452904816169537,0.1968991728443191,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_3d_t2.csv
phate_cosine_knn15_decay100_seed42_3d_t2,15,100,cosine,2,1,3,42,0.8451130775451223,0.20385510302699447,0.4802293692346048,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_3d_t2.csv
phate_cosine_knn15_decay100_seed99_3d_t2,15,100,cosine,2,1,3,99,0.8379352139303369,0.16835029719119224,0.4574918972824732,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_3d_t2.csv
phate_cosine_knn15_decay100_seed123_3d_t2,15,100,cosine,2,1,3,123,0.8359964435701365,0.2017280619096817,0.48322114185988535,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_3d_t2.csv
phate_cosine_knn15_decay100_seed256_3d_t2,15,100,cosine,2,1,3,256,0.8280575449477408,0.18816708749603236,0.450112191473448,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_3d_t2.csv
phate_cosine_knn15_decay100_seed7_2d_t5_g0,15,100,cosine,5,0,2,7,0.857452128412467,0.1378248058609875,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_2d_t5_g0.csv
phate_cosine_knn15_decay100_seed42_2d_t5_g0,15,100,cosine,5,0,2,42,0.8671786529206023,0.16613650337819105,0.4946397407130392,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_2d_t5_g0.csv
phate_cosine_knn15_decay100_seed99_2d_t5_g0,15,100,cosine,5,0,2,99,0.8595151385440419,0.14680763418355205,0.47354774370481184,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_2d_t5_g0.csv
phate_cosine_knn15_decay100_seed123_2d_t5_g0,15,100,cosine,5,0,2,123,0.8553931407047666,0.11561469776971142,0.4730989778110198,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_2d_t5_g0.csv
phate_cosine_knn15_decay100_seed256_2d_t5_g0,15,100,cosine,5,0,2,256,0.8672532954466541,0.160064962744216,0.49473946646721517,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_2d_t5_g0.csv
phate_cosine_knn15_decay100_seed7_3d_t5_g0,15,100,cosine,5,0,3,7,0.8917643906957541,0.2881216509019303,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_3d_t5_g0.csv
phate_cosine_knn15_decay100_seed42_3d_t5_g0,15,100,cosine,5,0,3,42,0.89239697377114,0.27828492290747286,0.6006980802792322,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_3d_t5_g0.csv
phate_cosine_knn15_decay100_seed99_3d_t5_g0,15,100,cosine,5,0,3,99,0.8979974400687303,0.2588652166770805,0.5887808526551982,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_3d_t5_g0.csv
phate_cosine_knn15_decay100_seed123_3d_t5_g0,15,100,cosine,5,0,3,123,0.8867287713733959,0.303952730279196,0.581151832460733,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_3d_t5_g0.csv
phate_cosine_knn15_decay100_seed256_3d_t5_g0,15,100,cosine,5,0,3,256,0.8908610529567282,0.27538845742508483,0.5797556719022687,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_3d_t5_g0.csv
phate_cosine_knn15_decay100_seed7_2d_t5,15,100,cosine,5,1,2,7,0.8048478935590748,0.16356868521317194,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_2d_t5.csv
phate_cosine_knn15_decay100_seed42_2d_t5,15,100,cosine,5,1,2,42,0.8143601291273959,0.17521695703629003,0.4561455996010969,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_2d_t5.csv
phate_cosine_knn15_decay100_seed99_2d_t5,15,100,cosine,5,1,2,99,0.806645423714921,0.1739160922571884,0.4515582149090003,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_2d_t5.csv
phate_cosine_knn15_decay100_seed123_2d_t5,15,100,cosine,5,1,2,123,0.8149547648077377,0.1635239568275336,0.444128646222887,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_2d_t5.csv
phate_cosine_knn15_decay100_seed256_2d_t5,15,100,cosine,5,1,2,256,0.8259539690508636,0.21150978216337615,0.45993517825978564,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_2d_t5.csv
phate_cosine_knn15_decay100_seed7_3d_t5,15,100,cosine,5,1,3,7,0.8653013952877684,0.3635477625499754,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed7_3d_t5.csv
phate_cosine_knn15_decay100_seed42_3d_t5,15,100,cosine,5,1,3,42,0.8736434849825081,0.3854577943913383,0.5773123909249563,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed42_3d_t5.csv
phate_cosine_knn15_decay100_seed99_3d_t5,15,100,cosine,5,1,3,99,0.8655103336448815,0.37969124420674266,0.5694839192221391,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed99_3d_t5.csv
phate_cosine_knn15_decay100_seed123_3d_t5,15,100,cosine,5,1,3,123,0.8617985091986383,0.3798439183007433,0.5521815008726003,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed123_3d_t5.csv
phate_cosine_knn15_decay100_seed256_3d_t5,15,100,cosine,5,1,3,256,0.8556921661777145,0.3781055780335629,0.5606083271004737,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn15_decay100_seed256_3d_t5.csv
phate_manhattan_knn15_decay100_seed7_2d_g0,15,100,manhattan,auto,0,2,7,0.8419448115854915,0.26105425325123,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_2d_g0.csv
phate_manhattan_knn15_decay100_seed42_2d_g0,15,100,manhattan,auto,0,2,42,0.8207029603142348,0.07612348015901291,0.4845175766641735,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_2d_g0.csv
phate_manhattan_knn15_decay100_seed99_2d_g0,15,100,manhattan,auto,0,2,99,0.8151929985538248,0.10670427743186328,0.4988282223884319,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_2d_g0.csv
phate_manhattan_knn15_decay100_seed123_2d_g0,15,100,manhattan,auto,0,2,123,0.8439339760863106,0.19588981291713178,0.5414609822986787,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_2d_g0.csv
phate_manhattan_knn15_decay100_seed256_2d_g0,15,100,manhattan,auto,0,2,256,0.8071384362713345,0.06289877451490472,0.48686113188730995,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_2d_g0.csv
phate_manhattan_knn15_decay100_seed7_3d_g0,15,100,manhattan,auto,0,3,7,0.8398387311605414,0.21777929954558548,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_3d_g0.csv
phate_manhattan_knn15_decay100_seed42_3d_g0,15,100,manhattan,auto,0,3,42,0.8298496865734907,0.1723947741789209,0.5038643729743206,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_3d_g0.csv
phate_manhattan_knn15_decay100_seed99_3d_g0,15,100,manhattan,auto,0,3,99,0.8466253950798166,0.2347359189726414,0.5354275741710297,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_3d_g0.csv
phate_manhattan_knn15_decay100_seed123_3d_g0,15,100,manhattan,auto,0,3,123,0.8056627379728578,0.038938671393514375,0.4563450511094491,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_3d_g0.csv
phate_manhattan_knn15_decay100_seed256_3d_g0,15,100,manhattan,auto,0,3,256,0.8221143757255067,0.14211911312555298,0.4831712789827973,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_3d_g0.csv
phate_manhattan_knn15_decay100_seed7_2d,15,100,manhattan,auto,1,2,7,0.8349975163429944,0.21496160182952823,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_2d.csv
phate_manhattan_knn15_decay100_seed42_2d,15,100,manhattan,auto,1,2,42,0.8096251290685774,0.10908323974879243,0.4613812016953378,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_2d.csv
phate_manhattan_knn15_decay100_seed99_2d,15,100,manhattan,auto,1,2,99,0.805744514609178,0.12223366574606365,0.45534779356768884,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_2d.csv
phate_manhattan_knn15_decay100_seed123_2d,15,100,manhattan,auto,1,2,123,0.7724860894336617,-0.08977618397159058,0.3963600099725755,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_2d.csv
phate_manhattan_knn15_decay100_seed256_2d,15,100,manhattan,auto,1,2,256,0.8169582354764884,0.17929115380512506,0.4846173024183496,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_2d.csv
phate_manhattan_knn15_decay100_seed7_3d,15,100,manhattan,auto,1,3,7,0.8239385449526739,0.18335289465653562,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_3d.csv
phate_manhattan_knn15_decay100_seed42_3d,15,100,manhattan,auto,1,3,42,0.8394545896805095,0.274060081876419,0.49962602842183995,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_3d.csv
phate_manhattan_knn15_decay100_seed99_3d,15,100,manhattan,auto,1,3,99,0.840649818782215,0.2651367634185348,0.5056594365494889,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_3d.csv
phate_manhattan_knn15_decay100_seed123_3d,15,100,manhattan,auto,1,3,123,0.8080051927215379,0.026910814013339425,0.4376464722014459,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_3d.csv
phate_manhattan_knn15_decay100_seed256_3d,15,100,manhattan,auto,1,3,256,0.8330277809084379,0.26875240495990416,0.4870107205185739,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_3d.csv
phate_manhattan_knn15_decay100_seed7_2d_t2_g0,15,100,manhattan,2,0,2,7,0.7650625923307556,0.01682349869057014,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_2d_t2_g0.csv
phate_manhattan_knn15_decay100_seed42_2d_t2_g0,15,100,manhattan,2,0,2,42,0.7510383355968955,-0.008303934616268499,0.3243081525804039,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_2d_t2_g0.csv
phate_manhattan_knn15_decay100_seed99_2d_t2_g0,15,100,manhattan,2,0,2,99,0.7600538777114837,0.02529678990359905,0.3363749688357018,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_2d_t2_g0.csv
phate_manhattan_knn15_decay100_seed123_2d_t2_g0,15,100,manhattan,2,0,2,123,0.7604585866796295,0.03180341447289749,0.3433059087509349,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_2d_t2_g0.csv
phate_manhattan_knn15_decay100_seed256_2d_t2_g0,15,100,manhattan,2,0,2,256,0.7726711209318969,0.01012409370884361,0.34554973821989526,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_2d_t2_g0.csv
phate_manhattan_knn15_decay100_seed7_3d_t2_g0,15,100,manhattan,2,0,3,7,0.817671304976763,0.2680411617755479,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_3d_t2_g0.csv
phate_manhattan_knn15_decay100_seed42_3d_t2_g0,15,100,manhattan,2,0,3,42,0.807411315989097,0.19723481521956288,0.48416853652455744,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_3d_t2_g0.csv
phate_manhattan_knn15_decay100_seed99_3d_t2_g0,15,100,manhattan,2,0,3,99,0.8043338581458068,0.23146875703486222,0.4651209174769384,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_3d_t2_g0.csv
phate_manhattan_knn15_decay100_seed123_3d_t2_g0,15,100,manhattan,2,0,3,123,0.8207348740734669,0.216149200696182,0.49189728247319875,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_3d_t2_g0.csv
phate_manhattan_knn15_decay100_seed256_3d_t2_g0,15,100,manhattan,2,0,3,256,0.8113063125112182,0.20013290952414992,0.4655198204936425,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_3d_t2_g0.csv
phate_manhattan_knn15_decay100_seed7_2d_t2,15,100,manhattan,2,1,2,7,0.7207214027482263,-0.06078086758235734,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_2d_t2.csv
phate_manhattan_knn15_decay100_seed42_2d_t2,15,100,manhattan,2,1,2,42,0.7207342669151462,-0.033947497594044425,0.33717277486910996,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_2d_t2.csv
phate_manhattan_knn15_decay100_seed99_2d_t2,15,100,manhattan,2,1,2,99,0.7109867195501565,-0.038144571232044774,0.34270755422587884,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_2d_t2.csv
phate_manhattan_knn15_decay100_seed123_2d_t2,15,100,manhattan,2,1,2,123,0.7119788921409806,-0.04411500774568913,0.35272999252056847,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_2d_t2.csv
phate_manhattan_knn15_decay100_seed256_2d_t2,15,100,manhattan,2,1,2,256,0.7236263896810408,-0.051710739909011545,0.3376215407629021,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_2d_t2.csv
phate_manhattan_knn15_decay100_seed7_3d_t2,15,100,manhattan,2,1,3,7,0.7551706171802277,0.05631846864407314,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_3d_t2.csv
phate_manhattan_knn15_decay100_seed42_3d_t2,15,100,manhattan,2,1,3,42,0.7704015631290967,0.0877536922920261,0.42936923460483667,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_3d_t2.csv
phate_manhattan_knn15_decay100_seed99_3d_t2,15,100,manhattan,2,1,3,99,0.7624004687262236,0.10618412655690136,0.41770132136624283,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_3d_t2.csv
phate_manhattan_knn15_decay100_seed123_3d_t2,15,100,manhattan,2,1,3,123,0.7652381369802298,0.09782721430438032,0.4222887060583397,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_3d_t2.csv
phate_manhattan_knn15_decay100_seed256_3d_t2,15,100,manhattan,2,1,3,256,0.770335724398695,0.10689187085136209,0.4035901271503366,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_3d_t2.csv
phate_manhattan_knn15_decay100_seed7_2d_t5_g0,15,100,manhattan,5,0,2,7,0.8015382356055095,0.15146291630249956,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_2d_t5_g0.csv
phate_manhattan_knn15_decay100_seed42_2d_t5_g0,15,100,manhattan,5,0,2,42,0.8247504294696434,0.18746063033611407,0.46033408127648967,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_2d_t5_g0.csv
phate_manhattan_knn15_decay100_seed99_2d_t5_g0,15,100,manhattan,5,0,2,99,0.7985461594010687,0.18665847034771726,0.45130890052356026,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_2d_t5_g0.csv
phate_manhattan_knn15_decay100_seed123_2d_t5_g0,15,100,manhattan,5,0,2,123,0.8142712942755975,0.152557335151861,0.4479680877586637,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_2d_t5_g0.csv
phate_manhattan_knn15_decay100_seed256_2d_t5_g0,15,100,manhattan,5,0,2,256,0.7980742455962997,0.17058673858162993,0.4227374719521317,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed256_2d_t5_g0.csv
phate_manhattan_knn15_decay100_seed7_3d_t5_g0,15,100,manhattan,5,0,3,7,0.8653090986089623,0.3975151305010416,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed7_3d_t5_g0.csv
phate_manhattan_knn15_decay100_seed42_3d_t5_g0,15,100,manhattan,5,0,3,42,0.8568387087715783,0.37175056993912636,0.58748441785091,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed42_3d_t5_g0.csv
phate_manhattan_knn15_decay100_seed99_3d_t5_g0,15,100,manhattan,5,0,3,99,0.8587092117680943,0.3832669559983846,0.5885315382697581,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed99_3d_t5_g0.csv
phate_manhattan_knn15_decay100_seed123_3d_t5_g0,15,100,manhattan,5,0,3,123,0.8655971572847425,0.36729011595626543,0.6104712041884817,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn15_decay100_seed123_3d_t5_g0.csv
