run_id,knn,decay,knn_dist,t,gamma,n_components,seed,trustworthiness,silhouette_breed,seed_stability_vs_base,embedding_csv
phate_cosine_knn5_decay5_seed256_3d_t2,5,5,cosine,2,1,3,256,0.6670435981416403,-0.049220793998209646,0.24183495387683868,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed256_3d_t2.csv
phate_cosine_knn5_decay5_seed7_2d_t5_g0,5,5,cosine,5,0,2,7,0.6566740550244818,-0.22643157617647827,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed7_2d_t5_g0.csv
phate_cosine_knn5_decay5_seed42_2d_t5_g0,5,5,cosine,5,0,2,42,0.6045054562661965,-0.3124537535448204,0.13782099227125405,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed42_2d_t5_g0.csv
phate_cosine_knn5_decay5_seed99_2d_t5_g0,5,5,cosine,5,0,2,99,0.6559376858236501,-0.2319117732841009,0.15522313637496885,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed99_2d_t5_g0.csv
phate_cosine_knn5_decay5_seed123_2d_t5_g0,5,5,cosine,5,0,2,123,0.6115414725183068,-0.3001310019864726,0.13881824981301422,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed123_2d_t5_g0.csv
phate_cosine_knn5_decay5_seed256_2d_t5_g0,5,5,cosine,5,0,2,256,0.6304028836984442,-0.2761575301372178,0.15716778858140115,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed256_2d_t5_g0.csv
phate_cosine_knn5_decay5_seed7_3d_t5_g0,5,5,cosine,5,0,3,7,0.6648418143863888,-0.20819314233768826,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed7_3d_t5_g0.csv
phate_cosine_knn5_decay5_seed42_3d_t5_g0,5,5,cosine,5,0,3,42,0.6413415238990796,-0.22717410484533784,0.19571179257043134,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed42_3d_t5_g0.csv
phate_cosine_knn5_decay5_seed99_3d_t5_g0,5,5,cosine,5,0,3,99,0.6751821380093632,-0.13984543021651022,0.21426078284717026,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed99_3d_t5_g0.csv
phate_cosine_knn5_decay5_seed123_3d_t5_g0,5,5,cosine,5,0,3,123,0.6466091156473428,-0.21942277952940678,0.21012216404886563,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed123_3d_t5_g0.csv
phate_cosine_knn5_decay5_seed256_3d_t5_g0,5,5,cosine,5,0,3,256,0.6581233039886127,-0.20089956766704048,0.21396160558464222,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed256_3d_t5_g0.csv
phate_cosine_knn5_decay5_seed7_2d_t5,5,5,cosine,5,1,2,7,0.7136111613914096,0.0848526989413459,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed7_2d_t5.csv
phate_cosine_knn5_decay5_seed42_2d_t5,5,5,cosine,5,1,2,42,0.6438429402855996,-0.030597454863492156,0.24702069309399152,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed42_2d_t5.csv
phate_cosine_knn5_decay5_seed99_2d_t5,5,5,cosine,5,1,2,99,0.6910536359865773,0.027540065399968464,0.2832710047369733,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed99_2d_t5.csv
phate_cosine_knn5_decay5_seed123_2d_t5,5,5,cosine,5,1,2,123,0.6581746847615025,-0.030290810719339322,0.2568935427574171,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed123_2d_t5.csv
phate_cosine_knn5_decay5_seed256_2d_t5,5,5,cosine,5,1,2,256,0.6734458549491182,0.01904765691696788,0.2828222388431813,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed256_2d_t5.csv
phate_cosine_knn5_decay5_seed7_3d_t5,5,5,cosine,5,1,3,7,0.7159038671051867,0.11363398300213531,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed7_3d_t5.csv
phate_cosine_knn5_decay5_seed42_3d_t5,5,5,cosine,5,1,3,42,0.6609912922112593,0.014721913225921559,0.28342059336823733,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed42_3d_t5.csv
phate_cosine_knn5_decay5_seed99_3d_t5,5,5,cosine,5,1,3,99,0.703209666567624,0.09010178196341348,0.3143355771628023,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed99_3d_t5.csv
phate_cosine_knn5_decay5_seed123_3d_t5,5,5,cosine,5,1,3,123,0.6588747383052769,0.03138391344955866,0.2869109947643979,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed123_3d_t5.csv
phate_cosine_knn5_decay5_seed256_3d_t5,5,5,cosine,5,1,3,256,0.6851350566763319,0.08487044998443213,0.30974819247070556,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_cosine_knn5_decay5_seed256_3d_t5.csv
phate_manhattan_knn5_decay5_seed7_2d_g0,5,5,manhattan,auto,0,2,7,0.5679605210480919,-0.38477382426834605,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_2d_g0.csv
phate_manhattan_knn5_decay5_seed42_2d_g0,5,5,manhattan,auto,0,2,42,0.5743418308935055,-0.4003749712074352,0.08965345300423835,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_2d_g0.csv
phate_manhattan_knn5_decay5_seed99_2d_g0,5,5,manhattan,auto,0,2,99,0.5730543137270527,-0.3940227979008031,0.09842931937172775,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_2d_g0.csv
phate_manhattan_knn5_decay5_seed123_2d_g0,5,5,manhattan,auto,0,2,123,0.5659503716378134,-0.38237097239660456,0.09703315881326353,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_2d_g0.csv
phate_manhattan_knn5_decay5_seed256_2d_g0,5,5,manhattan,auto,0,2,256,0.5703510930936879,-0.3974433684446322,0.09299426576913487,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_2d_g0.csv
phate_manhattan_knn5_decay5_seed7_3d_g0,5,5,manhattan,auto,0,3,7,0.5978228061567372,-0.3015231919710424,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_3d_g0.csv
phate_manhattan_knn5_decay5_seed42_3d_g0,5,5,manhattan,auto,0,3,42,0.5839064338669876,-0.30219493088186444,0.10087260034904015,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_3d_g0.csv
phate_manhattan_knn5_decay5_seed99_3d_g0,5,5,manhattan,auto,0,3,99,0.6064948105039908,-0.25808358943015763,0.10645724258289702,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_3d_g0.csv
phate_manhattan_knn5_decay5_seed123_3d_g0,5,5,manhattan,auto,0,3,123,0.592227500704873,-0.2918426218397423,0.10007479431563202,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_3d_g0.csv
phate_manhattan_knn5_decay5_seed256_3d_g0,5,5,manhattan,auto,0,3,256,0.5863882314502697,-0.3002434845748172,0.10655696833707302,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_3d_g0.csv
phate_manhattan_knn5_decay5_seed7_2d,5,5,manhattan,auto,1,2,7,0.613511018215888,-0.19797366706810046,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_2d.csv
phate_manhattan_knn5_decay5_seed42_2d,5,5,manhattan,auto,1,2,42,0.6424450341469634,-0.12069990374255206,0.19645973572675146,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_2d.csv
phate_manhattan_knn5_decay5_seed99_2d,5,5,manhattan,auto,1,2,99,0.627322807484896,-0.1426262546551277,0.2057342308651209,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_2d.csv
phate_manhattan_knn5_decay5_seed123_2d,5,5,manhattan,auto,1,2,123,0.6284803168759276,-0.181175855340427,0.20089753178758415,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_2d.csv
phate_manhattan_knn5_decay5_seed256_2d,5,5,manhattan,auto,1,2,256,0.6320431977966225,-0.18627391215026137,0.18623784592370982,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_2d.csv
phate_manhattan_knn5_decay5_seed7_3d,5,5,manhattan,auto,1,3,7,0.6236528390153866,-0.17487138992201104,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_3d.csv
phate_manhattan_knn5_decay5_seed42_3d,5,5,manhattan,auto,1,3,42,0.6140655055522731,-0.18523098102380173,0.1705310396409873,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_3d.csv
phate_manhattan_knn5_decay5_seed99_3d,5,5,manhattan,auto,1,3,99,0.6379403368286679,-0.12589562129104417,0.2039391672899526,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_3d.csv
phate_manhattan_knn5_decay5_seed123_3d,5,5,manhattan,auto,1,3,123,0.6210079055808095,-0.16814018888459034,0.19291947145350288,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_3d.csv
phate_manhattan_knn5_decay5_seed256_3d,5,5,manhattan,auto,1,3,256,0.6070943793456882,-0.20204451970270718,0.1568686113188731,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_3d.csv
phate_manhattan_knn5_decay5_seed7_2d_t2_g0,5,5,manhattan,2,0,2,7,0.5795917771030732,-0.29864659740421434,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_2d_t2_g0.csv
phate_manhattan_knn5_decay5_seed42_2d_t2_g0,5,5,manhattan,2,0,2,42,0.5712931751230539,-0.3016081442881301,0.11219147344801796,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_2d_t2_g0.csv
phate_manhattan_knn5_decay5_seed99_2d_t2_g0,5,5,manhattan,2,0,2,99,0.577312884241092,-0.3086531474849422,0.11393667414609822,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_2d_t2_g0.csv
phate_manhattan_knn5_decay5_seed123_2d_t2_g0,5,5,manhattan,2,0,2,123,0.5607199303892986,-0.31524473839934225,0.11264023934181001,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_2d_t2_g0.csv
phate_manhattan_knn5_decay5_seed256_2d_t2_g0,5,5,manhattan,2,0,2,256,0.5745612047842559,-0.29322541644131583,0.11154325604587384,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_2d_t2_g0.csv
phate_manhattan_knn5_decay5_seed7_3d_t2_g0,5,5,manhattan,2,0,3,7,0.6075476230320955,-0.20835393882291214,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_3d_t2_g0.csv
phate_manhattan_knn5_decay5_seed42_3d_t2_g0,5,5,manhattan,2,0,3,42,0.614749621190129,-0.21823128301978392,0.1656444776863625,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_3d_t2_g0.csv
phate_manhattan_knn5_decay5_seed99_3d_t2_g0,5,5,manhattan,2,0,3,99,0.6176022786651776,-0.19945914270142523,0.1800049862877088,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_3d_t2_g0.csv
phate_manhattan_knn5_decay5_seed123_3d_t2_g0,5,5,manhattan,2,0,3,123,0.607430213791829,-0.22497617068273054,0.15816504612316132,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_3d_t2_g0.csv
phate_manhattan_knn5_decay5_seed256_3d_t2_g0,5,5,manhattan,2,0,3,256,0.606385749690634,-0.21781023376041697,0.15253054101221641,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_3d_t2_g0.csv
phate_manhattan_knn5_decay5_seed7_2d_t2,5,5,manhattan,2,1,2,7,0.580959211483489,-0.294835161309375,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_2d_t2.csv
phate_manhattan_knn5_decay5_seed42_2d_t2,5,5,manhattan,2,1,2,42,0.5828714945619486,-0.27594279948400724,0.2097731239092496,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_2d_t2.csv
phate_manhattan_knn5_decay5_seed99_2d_t2,5,5,manhattan,2,1,2,99,0.5825462094916302,-0.2782181602676964,0.2211917227624034,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_2d_t2.csv
phate_manhattan_knn5_decay5_seed123_2d_t2,5,5,manhattan,2,1,2,123,0.5731836005019681,-0.29131214810570183,0.2113188730989778,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_2d_t2.csv
phate_manhattan_knn5_decay5_seed256_2d_t2,5,5,manhattan,2,1,2,256,0.5958443807687156,-0.2530202224999117,0.2098728496634256,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_2d_t2.csv
phate_manhattan_knn5_decay5_seed7_3d_t2,5,5,manhattan,2,1,3,7,0.6076530408955282,-0.14477065086164273,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_3d_t2.csv
phate_manhattan_knn5_decay5_seed42_3d_t2,5,5,manhattan,2,1,3,42,0.6098785038252872,-0.13467669121575157,0.2692096733981551,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_3d_t2.csv
phate_manhattan_knn5_decay5_seed99_3d_t2,5,5,manhattan,2,1,3,99,0.6150064491597877,-0.13832627539993886,0.27015706806282724,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_3d_t2.csv
phate_manhattan_knn5_decay5_seed123_3d_t2,5,5,manhattan,2,1,3,123,0.5987919446787696,-0.14966501855850842,0.256045873846921,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_3d_t2.csv
phate_manhattan_knn5_decay5_seed256_3d_t2,5,5,manhattan,2,1,3,256,0.614772010153205,-0.13726784770954734,0.23395661929693345,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_3d_t2.csv
phate_manhattan_knn5_decay5_seed7_2d_t5_g0,5,5,manhattan,5,0,2,7,0.5827452056312417,-0.3252359490364677,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_2d_t5_g0.csv
phate_manhattan_knn5_decay5_seed42_2d_t5_g0,5,5,manhattan,5,0,2,42,0.5732437850705082,-0.3666142295734615,0.09234604836699077,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_2d_t5_g0.csv
phate_manhattan_knn5_decay5_seed99_2d_t5_g0,5,5,manhattan,5,0,2,99,0.5756448685445315,-0.34343204725109505,0.10411368735976065,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_2d_t5_g0.csv
phate_manhattan_knn5_decay5_seed123_2d_t5_g0,5,5,manhattan,5,0,2,123,0.5752058930786608,-0.3503023522011545,0.11224133632510595,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_2d_t5_g0.csv
phate_manhattan_knn5_decay5_seed256_2d_t5_g0,5,5,manhattan,5,0,2,256,0.5767879579254462,-0.34952894078021385,0.10909997506856144,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_2d_t5_g0.csv
phate_manhattan_knn5_decay5_seed7_3d_t5_g0,5,5,manhattan,5,0,3,7,0.6218440005358172,-0.20825417445429265,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_3d_t5_g0.csv
phate_manhattan_knn5_decay5_seed42_3d_t5_g0,5,5,manhattan,5,0,3,42,0.603591303519583,-0.26915213583441894,0.13108950386437299,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_3d_t5_g0.csv
phate_manhattan_knn5_decay5_seed99_3d_t5_g0,5,5,manhattan,5,0,3,99,0.6018237138584266,-0.2661766841108609,0.14161057092994267,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_3d_t5_g0.csv
phate_manhattan_knn5_decay5_seed123_3d_t5_g0,5,5,manhattan,5,0,3,123,0.6020622891310692,-0.24863344170390184,0.15671902268760907,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_3d_t5_g0.csv
phate_manhattan_knn5_decay5_seed256_3d_t5_g0,5,5,manhattan,5,0,3,256,0.598618638925603,-0.3028834092111219,0.12590376464722014,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_3d_t5_g0.csv
phate_manhattan_knn5_decay5_seed7_2d_t5,5,5,manhattan,5,1,2,7,0.6010847262873369,-0.19354515538176553,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_2d_t5.csv
phate_manhattan_knn5_decay5_seed42_2d_t5,5,5,manhattan,5,1,2,42,0.6141914529564246,-0.17030910481210654,0.2269758165046123,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_2d_t5.csv
phate_manhattan_knn5_decay5_seed99_2d_t5,5,5,manhattan,5,1,2,99,0.6041590344968384,-0.2063466304091597,0.26876090750436304,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_2d_t5.csv
phate_manhattan_knn5_decay5_seed123_2d_t5,5,5,manhattan,5,1,2,123,0.6009964226990692,-0.20047940809733145,0.24537521815008725,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_2d_t5.csv
phate_manhattan_knn5_decay5_seed256_2d_t5,5,5,manhattan,5,1,2,256,0.6170383424274266,-0.14204758391611075,0.23425579655946152,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_2d_t5.csv
phate_manhattan_knn5_decay5_seed7_3d_t5,5,5,manhattan,5,1,3,7,0.6195793758943726,-0.09371140032089872,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed7_3d_t5.csv
phate_manhattan_knn5_decay5_seed42_3d_t5,5,5,manhattan,5,1,3,42,0.6258922665865219,-0.0839629062539033,0.28411867364746946,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed42_3d_t5.csv
phate_manhattan_knn5_decay5_seed99_3d_t5,5,5,manhattan,5,1,3,99,0.6212706533440953,-0.09395720566271787,0.3073547743704812,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed99_3d_t5.csv
phate_manhattan_knn5_decay5_seed123_3d_t5,5,5,manhattan,5,1,3,123,0.6208912932358389,-0.09084259578205248,0.3079531288955373,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed123_3d_t5.csv
phate_manhattan_knn5_decay5_seed256_3d_t5,5,5,manhattan,5,1,3,256,0.6386110949834682,-0.066712602592181,0.2524557466965844,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_manhattan_knn5_decay5_seed256_3d_t5.csv
phate_euclidean_knn5_decay10_seed7_2d_g0,5,10,euclidean,auto,0,2,7,0.5855185151032529,-0.28184964362588494,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed7_2d_g0.csv
phate_euclidean_knn5_decay10_seed42_2d_g0,5,10,euclidean,auto,0,2,42,0.5766374585567012,-0.29435711481404525,0.12814759411618049,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed42_2d_g0.csv
phate_euclidean_knn5_decay10_seed99_2d_g0,5,10,euclidean,auto,0,2,99,0.5771787401996109,-0.2871100277099376,0.13378209922712542,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed99_2d_g0.csv
phate_euclidean_knn5_decay10_seed123_2d_g0,5,10,euclidean,auto,0,2,123,0.5823902836453938,-0.2821261150167289,0.12301171777611568,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed123_2d_g0.csv
phate_euclidean_knn5_decay10_seed256_2d_g0,5,10,euclidean,auto,0,2,256,0.5682696025807265,-0.3147782477944578,0.1149339316878584,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed256_2d_g0.csv
phate_euclidean_knn5_decay10_seed7_3d_g0,5,10,euclidean,auto,0,3,7,0.6063684456784937,-0.2272392875969942,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed7_3d_g0.csv
phate_euclidean_knn5_decay10_seed42_3d_g0,5,10,euclidean,auto,0,3,42,0.6083148434650981,-0.1739818258905073,0.1637995512341062,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed42_3d_g0.csv
phate_euclidean_knn5_decay10_seed99_3d_g0,5,10,euclidean,auto,0,3,99,0.5683189721416789,-0.29557427020163823,0.1331837447020693,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed99_3d_g0.csv
phate_euclidean_knn5_decay10_seed123_3d_g0,5,10,euclidean,auto,0,3,123,0.6121999736645078,-0.19851678444330953,0.16843679880329093,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed123_3d_g0.csv
phate_euclidean_knn5_decay10_seed256_3d_g0,5,10,euclidean,auto,0,3,256,0.5981163672047987,-0.22853194969938287,0.15387683869359264,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed256_3d_g0.csv
phate_euclidean_knn5_decay10_seed7_2d,5,10,euclidean,auto,1,2,7,0.5727194279657881,-0.24222373702943834,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed7_2d.csv
phate_euclidean_knn5_decay10_seed42_2d,5,10,euclidean,auto,1,2,42,0.5796667611556803,-0.23256722627726015,0.21665420094739468,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed42_2d.csv
phate_euclidean_knn5_decay10_seed99_2d,5,10,euclidean,auto,1,2,99,0.580086800871424,-0.23100457956907233,0.21984542508102722,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed99_2d.csv
phate_euclidean_knn5_decay10_seed123_2d,5,10,euclidean,auto,1,2,123,0.5748488460386905,-0.24094320039148578,0.22253802044377957,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed123_2d.csv
phate_euclidean_knn5_decay10_seed256_2d,5,10,euclidean,auto,1,2,256,0.575757078991677,-0.26301307698991283,0.20049862877088004,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed256_2d.csv
phate_euclidean_knn5_decay10_seed7_3d,5,10,euclidean,auto,1,3,7,0.585436852309118,-0.15891829286941378,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed7_3d.csv
phate_euclidean_knn5_decay10_seed42_3d,5,10,euclidean,auto,1,3,42,0.5851537267946936,-0.14806515337077128,0.2149588631264024,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed42_3d.csv
phate_euclidean_knn5_decay10_seed99_3d,5,10,euclidean,auto,1,3,99,0.5853479795099246,-0.17680736045871537,0.22458239840438793,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed99_3d.csv
phate_euclidean_knn5_decay10_seed123_3d,5,10,euclidean,auto,1,3,123,0.5849797000410212,-0.173420808520373,0.2021939665918724,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed123_3d.csv
phate_euclidean_knn5_decay10_seed256_3d,5,10,euclidean,auto,1,3,256,0.5831296127430389,-0.2042094055290549,0.19870356519571175,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed256_3d.csv
phate_euclidean_knn5_decay10_seed7_2d_t2_g0,5,10,euclidean,2,0,2,7,0.5375387774943108,-0.4051820652491888,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed7_2d_t2_g0.csv
phate_euclidean_knn5_decay10_seed42_2d_t2_g0,5,10,euclidean,2,0,2,42,0.547540230879541,-0.3805817188413086,0.07260034904013961,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/phate_euclidean_knn5_decay10_seed42_2d_t2_g0.csv
