sample_idx	IID	FID	dominant_component_broad	q_max_broad	best_embedding_axis1	best_embedding_method	sample_order_rank
771	ANAT_07063	ANAT	2	0.506486	-0.5183131	PhyloAE	1087
774	ANAT_07584	ANAT	2	0.506412	-0.5196954	PhyloAE	1088
757	SHIH_03576	SHIH	2	0.504884	-2.045592	PhyloAE	1089
760	SHIH_03593	SHIH	2	0.504838	-1.9867762	PhyloAE	1090
1132	LHSA_38E10	LHSA	2	0.503687	-1.3901423	PhyloAE	1091
1268	LHSA_18E09	LHSA	2	0.503042	-1.3792979	PhyloAE	1092
1048	CANE_28921	CANE	2	0.502249	-1.8023332	PhyloAE	1093
243	PEMB_06631	PEMB	2	0.501992	-1.4651113	PhyloAE	1094
762	SHIH_03614	SHIH	2	0.501652	-2.0976706	PhyloAE	1095
223	PEMB_28457	PEMB	2	0.500526	-1.4677793	PhyloAE	1096
1216	LHSA_14H03	LHSA	2	0.500381	-1.3906606	PhyloAE	1097
1269	LHSA_18G09	LHSA	2	0.49535	-1.3458339	PhyloAE	1098
4	AZWK_23339	AZWK_Mali	2	0.494626	-0.9469549	PhyloAE	1099
218	CAIR_28517	CAIR	2	0.493938	-1.0515333	PhyloAE	1100
1266	LHSA_18D03	LHSA	2	0.492694	-1.3752438	PhyloAE	1101
238	CAIR_13037	CAIR	2	0.492611	-1.0499799	PhyloAE	1102
1	AZWK_15369	AZWK_Mali	2	0.49062	-0.94449556	PhyloAE	1103
272	PEMB_06640	PEMB	2	0.489759	-1.4657195	PhyloAE	1104
241	PEMB_06642	PEMB	2	0.487922	-1.4744352	PhyloAE	1105
246	CAIR_13038	CAIR	2	0.486577	-1.0418826	PhyloAE	1106
1047	CANE_27048	CANE	2	0.481589	-1.815184	PhyloAE	1107
5	AZWK_23340	AZWK_Mali	2	0.479734	-0.94801193	PhyloAE	1108
235	PEMB_06630	PEMB	2	0.479448	-1.4726071	PhyloAE	1109
6	AZWK_23341	AZWK_Mali	2	0.479324	-0.9470066	PhyloAE	1110
258	CAIR_10026	CAIR	2	0.471919	-1.0494236	PhyloAE	1111
7	AZWK_23342	AZWK_Mali	2	0.471355	-0.94307244	PhyloAE	1112
15	SALU_24403	SALU_ArabPen	2	0.469435	-0.48406085	PhyloAE	1113
104	SALU_27317	SALU	2	0.467037	-0.41071105	PhyloAE	1114
214	CAIR_28521	CAIR	2	0.466008	-1.0507828	PhyloAE	1115
1273	LHSA_19B01	LHSA	2	0.465616	-1.3505799	PhyloAE	1116
110	SALU_27302	SALU	2	0.463819	-0.41385475	PhyloAE	1117
101	SALU_27314	SALU	2	0.463032	-0.41212842	PhyloAE	1118
610	GLEN_04246	GLEN	2	0.462083	-1.9959222	PhyloAE	1119
422	SALU_28384	SALU	2	0.461836	-0.41191214	PhyloAE	1120
611	GLEN_04249	GLEN	2	0.458995	-1.9956914	PhyloAE	1121
0	SALU_13122	SALU_CentAsia	2	0.458911	-0.4964264	PhyloAE	1122
613	GLEN_04253	GLEN	2	0.458278	-1.9961096	PhyloAE	1123
320	CAIR_07802	CAIR	2	0.458199	-1.0484232	PhyloAE	1124
14	SALU_24402	SALU_ArabPen	2	0.45772	-0.5029976	PhyloAE	1125
212	CAIR_28466	CAIR	2	0.454498	-1.0448972	PhyloAE	1126
87	SAMO_27205	SAMO	2	0.450975	-0.00017522089	PhyloAE	1127
216	CAIR_27172	CAIR	2	0.450971	-1.0444745	PhyloAE	1128
115	SALU_27308	SALU	2	0.448837	-0.41100818	PhyloAE	1129
616	GLEN_04262	GLEN	2	0.448537	-1.9969996	PhyloAE	1130
108	SALU_27301	SALU	2	0.447448	-0.40938172	PhyloAE	1131
283	SAMO_14507	SAMO	2	0.447094	0.002627546	PhyloAE	1132
615	GLEN_04261	GLEN	2	0.446563	-1.9984952	PhyloAE	1133
139	SALU_27932	SALU	2	0.446278	-0.41018304	PhyloAE	1134
95	SALU_27311	SALU	2	0.446202	-0.4096058	PhyloAE	1135
437	SAMO_27927	SAMO	2	0.445978	0.001085462	PhyloAE	1136
417	SALU_27915	SALU	2	0.444703	-0.41650018	PhyloAE	1137
9	SALU_23362	SALU_ArabPen	2	0.442765	-0.5078185	PhyloAE	1138
3	SALU_22848	SALU_CentAsia	2	0.441024	-0.57093495	PhyloAE	1139
315	SAMO_28936	SAMO	2	0.440344	0.003483357	PhyloAE	1140
614	GLEN_04257	GLEN	2	0.440146	-1.9954363	PhyloAE	1141
8	SALU_23361	SALU_Tribal	2	0.439767	-0.48293263	PhyloAE	1142
617	GLEN_04263	GLEN	2	0.439683	-1.9992758	PhyloAE	1143
262	SAMO_14510	SAMO	2	0.438978	0.0036827493	PhyloAE	1144
50	SCOT_28349	SCOT	2	0.437863	-0.89405704	PhyloAE	1145
612	GLEN_04250	GLEN	2	0.43635	-1.996782	PhyloAE	1146
416	SALU_28391	SALU	2	0.436286	-0.41108173	PhyloAE	1147
426	AFGH_27917	AFGH	2	0.434293	-0.6328657	PhyloAE	1148
211	SAMO_00229	SAMO	2	0.431545	0.0039522517	PhyloAE	1149
191	AFGH_22932	AFGH	2	0.427285	-0.63270575	PhyloAE	1150
190	SAMO_14535	SAMO	2	0.42537	0.0070115793	PhyloAE	1151
78	SAMO_27207	SAMO	2	0.423701	0.0022539068	PhyloAE	1152
194	SAMO_24139	SAMO	2	0.423432	0.006247299	PhyloAE	1153
618	GLEN_04266	GLEN	2	0.421982	-1.9960295	PhyloAE	1154
2	SALU_22847	SALU_CentAsia	2	0.42033	-0.60108644	PhyloAE	1155
175	AFGH_10624	AFGH	2	0.419276	-0.63421994	PhyloAE	1156
200	AFGH_14486	AFGH	2	0.418549	-0.6340651	PhyloAE	1157
198	AFGH_13118	AFGH	2	0.417622	-0.63398737	PhyloAE	1158
192	SAMO_23541	SAMO	2	0.415842	0.0018894244	PhyloAE	1159
184	AFGH_10622	AFGH	2	0.415471	-0.6340096	PhyloAE	1160
208	AFGH_10625	AFGH	2	0.413111	-0.6345847	PhyloAE	1161
84	AFGH_27384	AFGH	2	0.411541	-0.6345806	PhyloAE	1162
424	AFGH_27918	AFGH	2	0.40692	-0.63243324	PhyloAE	1163
1090	AMST_29567	AMST	2	0.370808	-2.1264029	PhyloAE	1164
1286	NORF_28C10	NORF	3	0.99993	-0.94409245	PhyloAE	1165
1287	NORF_28D10	NORF	3	0.99993	-0.94402814	PhyloAE	1166
1283	NORF_28A10	NORF	3	0.99993	-0.9434013	PhyloAE	1167
1293	NORF_D11Li	NORF	3	0.99993	-0.9430978	PhyloAE	1168
1292	NORF_C11Ca	NORF	3	0.99993	-0.9425828	PhyloAE	1169
1284	NORF_28G10	NORF	3	0.99993	-0.9421789	PhyloAE	1170
1285	NORF_28B10	NORF	3	0.99993	-0.94217485	PhyloAE	1171
1288	NORF_28E10	NORF	3	0.99993	-0.9419789	PhyloAE	1172
700	NOWT_24881	NOWT	3	0.99993	-0.65245384	PhyloAE	1173
705	NOWT_04657	NOWT	3	0.99993	-0.651219	PhyloAE	1174
701	NOWT_24883	NOWT	3	0.99993	-0.65024763	PhyloAE	1175
699	NOWT_22253	NOWT	3	0.99993	-0.6483168	PhyloAE	1176
703	NOWT_27359	NOWT	3	0.99993	-0.64588845	PhyloAE	1177
707	NOWT_07973	NOWT	3	0.99993	-0.64565295	PhyloAE	1178
1289	NORF_28F10	NORF	3	0.999928	-0.94221574	PhyloAE	1179
702	NOWT_27060	NOWT	3	0.999926	-0.6491177	PhyloAE	1180
1291	NORF_B11Ma	NORF	3	0.999924	-0.94466656	PhyloAE	1181
704	NOWT_27922	NOWT	3	0.999921	-0.6465851	PhyloAE	1182
708	NOWT_08281	NOWT	3	0.999921	-0.6454764	PhyloAE	1183
706	NOWT_07800	NOWT	3	0.892352	-0.63532835	PhyloAE	1184
277	SCOT_20523	SCOT	3	0.588786	-0.81014144	PhyloAE	1185
63	SCOT_15078	SCOT	3	0.567966	-0.8064507	PhyloAE	1186
120	SCOT_08542	SCOT	3	0.541837	-0.81110734	PhyloAE	1187
65	SCOT_07975	SCOT	3	0.535841	-0.8130264	PhyloAE	1188
71	WHWT_10027	WHWT	3	0.525687	-0.9056389	PhyloAE	1189
70	WHWT_09351	WHWT	3	0.525184	-0.90780604	PhyloAE	1190
69	WHWT_09291	WHWT	3	0.525073	-0.90275294	PhyloAE	1191
278	SCOT_24321	SCOT	3	0.524341	-0.82249933	PhyloAE	1192
280	SCOT_26418	SCOT	3	0.524021	-0.8220605	PhyloAE	1193
466	WHWT_10632	WHWT	3	0.522055	-0.8987163	PhyloAE	1194
68	SCOT_09020	SCOT	3	0.518591	-0.82616764	PhyloAE	1195
67	SCOT_08381	SCOT	3	0.514577	-0.8238763	PhyloAE	1196
61	WHWT_12704	WHWT	3	0.507707	-0.91302603	PhyloAE	1197
60	WHWT_12409	WHWT	3	0.500605	-0.91064245	PhyloAE	1198
464	WHWT_10041	WHWT	3	0.49548	-0.9069327	PhyloAE	1199
64	WHWT_08382	WHWT	3	0.491882	-0.90563047	PhyloAE	1200
279	SCOT_24497	SCOT	3	0.489822	-0.8344805	PhyloAE	1201
66	WHWT_08282	WHWT	3	0.479786	-0.91388434	PhyloAE	1202
62	WHWT_12416	WHWT	3	0.459497	-0.92397386	PhyloAE	1203
172	BSJI_04229	BSJI	4	0.99993	-7.039033	PhyloAE	1204
83	BSJI_27387	BSJI	4	0.99993	-6.7565193	PhyloAE	1205
228	BSJI_04212	BSJI	4	0.999928	-7.100436	PhyloAE	1206
583	BSJI_04208	BSJI	4	0.999927	-7.021125	PhyloAE	1207
100	BSJI_27182	BSJI	4	0.999925	-6.8761873	PhyloAE	1208
197	BSJI_12694	BSJI	4	0.999924	-6.7338552	PhyloAE	1209
431	BSJI_28497	BSJI	4	0.999924	-6.577134	PhyloAE	1210
230	BSJI_04204	BSJI	4	0.99992	-6.9090414	PhyloAE	1211
173	BSJI_20567	BSJI	4	0.980318	-6.3004804	PhyloAE	1212
171	BSJI_04207	BSJI	4	0.806385	-5.5315447	PhyloAE	1213
300	COLL_07296	COLL	5	0.99993	-2.8479714	PhyloAE	1214
500	COLL_11451	COLL	5	0.99993	-2.8195994	PhyloAE	1215
311	COLL_07298	COLL	5	0.99993	-2.80943	PhyloAE	1216
501	COLL_11454	COLL	5	0.99993	-2.8055418	PhyloAE	1217
329	COLL_07300	COLL	5	0.99993	-2.7474585	PhyloAE	1218
82	SSHP_27440	SSHP	5	0.99993	-1.7924901	PhyloAE	1219
411	SSHP_28479	SSHP	5	0.99993	-1.7741703	PhyloAE	1220
79	SSHP_27126	SSHP	5	0.99993	-1.7568055	PhyloAE	1221
91	SSHP_27147	SSHP	5	0.99993	-1.7527169	PhyloAE	1222
344	COLL_07303	COLL	5	0.999923	-2.8100002	PhyloAE	1223
234	COLL_00374	COLL	5	0.999922	-2.7924924	PhyloAE	1224
242	COLL_00379	COLL	5	0.999921	-2.8514063	PhyloAE	1225
420	COLL_28507	COLL	5	0.999921	-2.8122406	PhyloAE	1226
432	COLL_28482	COLL	5	0.999916	-2.8504567	PhyloAE	1227
97	SSHP_27150	SSHP	5	0.999916	-1.7903603	PhyloAE	1228
438	SSHP_28480	SSHP	5	0.997874	-1.7788541	PhyloAE	1229
94	SSHP_27148	SSHP	5	0.993841	-1.7623935	PhyloAE	1230
73	SSHP_26992	SSHP	5	0.981858	-1.744821	PhyloAE	1231
276	SSHP_11617	SSHP	5	0.947756	-1.7857692	PhyloAE	1232
423	SSHP_28528	SSHP	5	0.841655	-1.9805506	PhyloAE	1233
445	BULT_13291	BULT	6	0.99993	-4.305079	PhyloAE	1234
58	BULT_23632	BULT	6	0.99993	-4.3029413	PhyloAE	1235
53	BULT_23667	BULT	6	0.99993	-4.3018594	PhyloAE	1236
57	BULT_23631	BULT	6	0.99993	-4.288595	PhyloAE	1237
56	BULT_23630	BULT	6	0.99993	-4.2611136	PhyloAE	1238
455	BULT_23695	BULT	6	0.99993	-4.227309	PhyloAE	1239
52	BULT_23661	BULT	6	0.99993	-4.184269	PhyloAE	1240
665	MBLT_11470	MBLT	6	0.99993	-4.162859	PhyloAE	1241
668	MBLT_11474	MBLT	6	0.99993	-4.0812416	PhyloAE	1242
667	MBLT_11473	MBLT	6	0.99993	-4.0797834	PhyloAE	1243
660	MBLT_11464	MBLT	6	0.99993	-4.0285025	PhyloAE	1244
666	MBLT_11472	MBLT	6	0.999929	-4.0495343	PhyloAE	1245
54	BULT_23674	BULT	6	0.999928	-4.3377504	PhyloAE	1246
59	BULT_23638	BULT	6	0.999928	-4.335937	PhyloAE	1247
663	MBLT_11468	MBLT	6	0.999928	-4.168556	PhyloAE	1248
55	BULT_23678	BULT	6	0.999925	-4.31157	PhyloAE	1249
664	MBLT_11469	MBLT	6	0.999925	-4.0561905	PhyloAE	1250
661	MBLT_11465	MBLT	6	0.999924	-4.040997	PhyloAE	1251
659	MBLT_11463	MBLT	6	0.999922	-4.1427083	PhyloAE	1252
662	MBLT_11467	MBLT	6	0.965545	-3.9522276	PhyloAE	1253
475	BOX_001179	BOX	7	0.99993	-5.972183	PhyloAE	1254
270	BOX_012966	BOX	7	0.99993	-5.9580107	PhyloAE	1255
429	BOX_028501	BOX	7	0.99993	-5.8586464	PhyloAE	1256
90	BOX_027200	BOX	7	0.99993	-5.761543	PhyloAE	1257
430	BOX_028503	BOX	7	0.99993	-5.7078905	PhyloAE	1258
428	BOX_027928	BOX	7	0.99993	-5.698137	PhyloAE	1259
109	BOX_027190	BOX	7	0.99993	-5.5069895	PhyloAE	1260
476	BOX_027749	BOX	7	0.99993	-5.1810703	PhyloAE	1261
49	BOX_000997	BOX	7	0.986169	-6.104957	PhyloAE	1262
442	BOX_001177	BOX	7	0.959617	-5.1541133	PhyloAE	1263
478	BULD_14474	BULD	7	0.920474	-3.4834373	PhyloAE	1264
888	EBD_0GT156	BULD	7	0.899786	-3.4768667	PhyloAE	1265
479	BULD_14476	BULD	7	0.893726	-3.4871213	PhyloAE	1266
885	EBD_0GT153	BULD	7	0.890478	-3.4668295	PhyloAE	1267
889	EBD_0GT157	BULD	7	0.885844	-3.4707294	PhyloAE	1268
887	EBD_0GT155	BULD	7	0.885803	-3.4686575	PhyloAE	1269
886	EBD_0GT154	BULD	7	0.869526	-3.4685013	PhyloAE	1270
480	BULD_14499	BULD	7	0.846118	-3.4319556	PhyloAE	1271
584	BULD_03589	BULD	7	0.83032	-3.4253035	PhyloAE	1272
481	BULD_03556	BULD	7	0.81389	-3.38974	PhyloAE	1273
398	BULM_01112	BULM	7	0.69555	-2.549796	PhyloAE	1274
160	BULM_26414	BULM	7	0.693705	-2.5563436	PhyloAE	1275
380	BULM_01107	BULM	7	0.673746	-2.5607586	PhyloAE	1276
381	BULM_14500	BULM	7	0.664422	-2.5636573	PhyloAE	1277
326	BULM_28920	BULM	7	0.663506	-2.568762	PhyloAE	1278
388	BULM_01116	BULM	7	0.654408	-2.560444	PhyloAE	1279
369	BULM_01113	BULM	7	0.648468	-2.5468526	PhyloAE	1280
386	BULM_01110	BULM	7	0.645987	-2.55554	PhyloAE	1281
443	BULM_01125	BULM	7	0.643293	-2.5541508	PhyloAE	1282
367	BULM_01126	BULM	7	0.629572	-2.5093768	PhyloAE	1283
217	FBUL_16072	FBUL	7	0.567199	-2.5330544	PhyloAE	1284
337	FBUL_13145	FBUL	7	0.562411	-2.5424387	PhyloAE	1285
365	MAST_24147	MAST	7	0.558978	-2.5925455	PhyloAE	1286
421	FBUL_28500	FBUL	7	0.5546	-2.5450056	PhyloAE	1287
362	MAST_05512	MAST	7	0.554522	-2.6105719	PhyloAE	1288
220	FBUL_14477	FBUL	7	0.553229	-2.5357478	PhyloAE	1289
439	FBUL_07304	FBUL	7	0.553119	-2.5378463	PhyloAE	1290
153	FBUL_27594	FBUL	7	0.545152	-2.5332522	PhyloAE	1291
453	MAST_02297	MAST	7	0.543675	-2.565537	PhyloAE	1292
450	MAST_21270	MAST	7	0.543214	-2.5832663	PhyloAE	1293
781	DDBX_25487	DDBX	7	0.541674	-2.87964	PhyloAE	1294
354	MAST_15585	MAST	7	0.541069	-2.5987322	PhyloAE	1295
162	MAST_02298	MAST	7	0.533456	-2.5820398	PhyloAE	1296
213	FBUL_16073	FBUL	7	0.532705	-2.5252473	PhyloAE	1297
215	FBUL_14473	FBUL	7	0.532483	-2.529135	PhyloAE	1298
452	MAST_01016	MAST	7	0.53122	-2.6112428	PhyloAE	1299
454	MAST_02299	MAST	7	0.530612	-2.6050706	PhyloAE	1300
783	DDBX_24931	DDBX	7	0.528049	-2.8757474	PhyloAE	1301
222	FBUL_16071	FBUL	7	0.526998	-2.5235243	PhyloAE	1302
784	DDBX_24936	DDBX	7	0.525438	-2.8820376	PhyloAE	1303
785	DDBX_24934	DDBX	7	0.522715	-2.8820958	PhyloAE	1304
364	MAST_06392	MAST	7	0.520976	-2.5963163	PhyloAE	1305
389	MAST_00991	MAST	7	0.52079	-2.5973315	PhyloAE	1306
786	DDBX_24930	DDBX	7	0.514364	-2.8870158	PhyloAE	1307
150	FBUL_27595	FBUL	7	0.507224	-2.5213037	PhyloAE	1308
782	DDBX_24933	DDBX	7	0.506849	-2.874486	PhyloAE	1309
1263	BOER_18F01	BOER	7	0.498343	-2.2348328	PhyloAE	1310
444	STAF_03145	STAF	7	0.490189	-2.5623283	PhyloAE	1311
1046	CANE_27352	CANE	7	0.487984	-1.8547639	PhyloAE	1312
265	STAF_03579	STAF	7	0.482191	-2.5615413	PhyloAE	1313
257	BOST_00965	BOST	7	0.478638	-2.2250874	PhyloAE	1314
473	BOST_08700	BOST	7	0.477883	-2.2208638	PhyloAE	1315
289	STAF_03144	STAF	7	0.472196	-2.5656452	PhyloAE	1316
260	BOST_05412	BOST	7	0.471727	-2.2218356	PhyloAE	1317
1277	BOER_22A07	BOER	7	0.469432	-2.234705	PhyloAE	1318
440	BOST_12341	BOST	7	0.468796	-2.2122846	PhyloAE	1319
250	BOST_00950	BOST	7	0.468234	-2.215842	PhyloAE	1320
348	BOST_08704	BOST	7	0.465222	-2.2132769	PhyloAE	1321
474	BOST_08701	BOST	7	0.46169	-2.2205043	PhyloAE	1322
244	STAF_02991	STAF	7	0.461152	-2.5592508	PhyloAE	1323
236	STAF_01361	STAF	7	0.459898	-2.557994	PhyloAE	1324
1271	BOER_18F10	BOER	7	0.458317	-2.2070227	PhyloAE	1325
251	STAF_03137	STAF	7	0.456663	-2.553505	PhyloAE	1326
259	STAF_03139	STAF	7	0.456369	-2.5589936	PhyloAE	1327
765	STAF_02887	STAF	7	0.452721	-2.55484	PhyloAE	1328
266	BOST_08707	BOST	7	0.449135	-2.215005	PhyloAE	1329
267	BOST_05413	BOST	7	0.448064	-2.214188	PhyloAE	1330
1173	AMST_Z6E09	AMST	7	0.448011	-2.1669407	PhyloAE	1331
334	BOST_08698	BOST	7	0.44759	-2.2226672	PhyloAE	1332
1174	AMST_Z6A12	AMST	7	0.439226	-2.1722836	PhyloAE	1333
298	STAF_03163	STAF	7	0.437533	-2.5500236	PhyloAE	1334
1089	AMST_28499	AMST	7	0.416197	-2.1562243	PhyloAE	1335
1175	AMST_Z7B01	AMST	7	0.399772	-2.1355374	PhyloAE	1336
1176	AMST_Z9A04	AMST	7	0.381669	-2.174839	PhyloAE	1337
