row_type	K	component	cv_error	delta_cv	pct_improvement	delta2_cv	mean_q_max	median_q_max	qmax_p10	qmax_p25	qmax_p75	qmax_p90	mean_h_norm	median_h_norm	mean_k_eff	median_k_eff	adjacent_mean_parent_corr	adjacent_dominant_nmi	adjacent_dominant_preserved_frac	k_cv_min	k_elbow	k_broad_default	k_fine_default	component_mass_mean_q	component_n_q_ge_0_5	component_n_q_ge_0_2	component_rank_within_k	component_embedding_separability	k_rank	is_broad_or_fine_default	embedding_nmi_max
component	21	20																						0.024645109947643982	20.0	20.0	15.0	0.873212639705035	10	0	-1.0
component	21	21																						0.016046134629768137	10.0	11.0	20.0		10	0	-1.0
k_summary	22		0.63777	0.0014800000000000368	0.2315213140398963	-0.00022999999999995246	0.585304593118923	0.512427	0.2416978	0.327535	0.89258	0.99979	0.4352315923467718	0.4973459006711002	3.5498215001950886	3.035100908714223	0.90244672037324	0.7898178040202212	0.6865109269027883	30.0	10.0	8.0	15.0						11	0	-1.0
component	22	1																						0.02644675018698579	30.0	30.0	14.0	0.973981457108596	11	0	-1.0
component	22	2																						0.021248925205684367	10.0	21.0	18.0	0.8415442447286553	11	0	-1.0
component	22	3																						0.02995501570680628	28.0	28.0	11.0	0.8300254452926209	11	0	-1.0
component	22	4																						0.07589238070306657	58.0	113.0	3.0	0.8881216344630978	11	0	-1.0
component	22	5																						0.01893281974569933	10.0	10.0	19.0		11	0	-1.0
component	22	6																						0.0245786387434555	20.0	20.0	15.0	0.9924098398432999	11	0	-1.0
component	22	7																						0.19970659237097982	147.0	563.0	1.0	0.6781815255283069	11	0	-1.0
component	22	8																						0.018363021690351537	10.0	10.0	20.0		11	0	-1.0
component	22	9																						0.16321951832460732	60.0	483.0	2.0	0.6279368556865651	11	0	-1.0
component	22	10																						0.012907089753178759	10.0	10.0	22.0		11	0	-1.0
component	22	11																						0.05709864098728496	45.0	60.0	4.0	0.8396352774064173	11	0	-1.0
component	22	12																						0.028488478683620044	20.0	26.0	13.0	0.9683496357356398	11	0	-1.0
component	22	13																						0.03803296634255797	40.0	44.0	7.0	0.9683843183843184	11	0	-1.0
component	22	14																						0.016055669409124902	10.0	11.0	21.0		11	0	-1.0
component	22	15																						0.031261062827225135	20.0	38.0	10.0	0.8663656267104543	11	0	-1.0
component	22	16																						0.03759301944652206	17.0	18.0	8.0		11	0	-1.0
component	22	17																						0.038807308152580405	20.0	55.0	6.0	0.9164750957854405	11	0	-1.0
component	22	18																						0.021256860882572923	10.0	22.0	17.0		11	0	-1.0
component	22	19																						0.023564731488406886	20.0	20.0	16.0	0.873212639705035	11	0	-1.0
component	22	20																						0.051937883320867614	56.0	75.0	5.0	0.9277595834117573	11	0	-1.0
component	22	21																						0.02911999626028422	20.0	25.0	12.0	0.9729602647084434	11	0	-1.0
component	22	22																						0.03553263500373971	23.0	61.0	9.0	0.9132471341773668	11	0	-1.0
k_summary	23		0.63648	0.0012899999999999023	0.20226727503643982	-0.0001900000000001345	0.5974486970830217	0.51491	0.2911838	0.347019	0.882137	0.99978	0.4562187244819854	0.5656598598494815	3.5855434095902172	3.2532428675717395	0.8776209376470191	0.8636980876849257	0.6799007444168734	30.0	10.0	8.0	15.0						17	0	-1.0
component	23	1																						0.021800712041884822	20.0	20.0	18.0	0.9924098398432999	17	0	-1.0
component	23	2																						0.017184074794315635	10.0	11.0	22.0		17	0	-1.0
component	23	3																						0.02660000598354525	10.0	46.0	15.0		17	0	-1.0
component	23	4																						0.04252794166043381	23.0	45.0	7.0	0.7754805054223659	17	0	-1.0
component	23	5																						0.024260414360508603	20.0	20.0	16.0	0.873212639705035	17	0	-1.0
component	23	6																						0.04908394465220644	20.0	60.0	5.0	0.7589491147105842	17	0	-1.0
component	23	7																						0.2648887255048617	218.0	787.0	1.0	0.656717692282801	17	0	-1.0
component	23	8																						0.05757811967090501	60.0	88.0	4.0	0.9632128740824392	17	0	-1.0
component	23	9																						0.027787534779356766	30.0	30.0	14.0	0.973981457108596	17	0	-1.0
component	23	10																						0.030585947643979056	20.0	25.0	12.0	0.9325095057034221	17	0	-1.0
component	23	11																						0.019286578160059836	10.0	10.0	21.0		17	0	-1.0
component	23	12																						0.039484813014210925	23.0	61.0	8.0	0.9121072171072171	17	0	-1.0
component	23	13																						0.01166527000747943	10.0	10.0	23.0		17	0	-1.0
component	23	14																						0.030567245325355277	20.0	26.0	13.0	0.9045914724407164	17	0	-1.0
component	23	15																						0.043155139865370236	40.0	44.0	6.0	0.9683843183843184	17	0	-1.0
component	23	16																						0.03372023859386687	20.0	40.0	9.0	0.9255890655605483	17	0	-1.0
component	23	17																						0.06282479955123411	26.0	35.0	3.0	0.9645255855803558	17	0	-1.0
component	23	18																						0.01992938219895288	10.0	10.0	20.0		17	0	-1.0
component	23	19																						0.03342440837696335	28.0	28.0	10.0	0.8300254452926209	17	0	-1.0
component	23	20																						0.021851197456993265	10.0	21.0	17.0		17	0	-1.0
component	23	21																						0.03267419670905011	21.0	26.0	11.0	0.9683496357356398	17	0	-1.0
component	23	22																						0.02047425579655946	10.0	10.0	19.0		17	0	-1.0
component	23	23																						0.06864503290949887	43.0	91.0	2.0	0.8655749762048975	17	0	-1.0
k_summary	24		0.6355	0.000980000000000092	0.15397184514833018	-0.00030999999999981043	0.5632957449513837	0.464271	0.2475316	0.317931	0.86579	0.99977	0.4481271720530492	0.5395948848019116	3.911801147048445	3.5221497864928017	0.8335746352498233	0.7646943600477445	0.4874141876430206	30.0	10.0	8.0	15.0						16	0	-1.0
component	24	1																						0.029715152580403886	28.0	28.0	10.0	0.8300254452926209	16	0	-1.0
component	24	2																						0.023059489902767395	10.0	21.0	17.0	0.8415442447286553	16	0	-1.0
component	24	3																						0.012618881824981302	10.0	10.0	23.0		16	0	-1.0
component	24	4																						0.02446684367988033	20.0	20.0	15.0	0.873212639705035	16	0	-1.0
component	24	5																						0.021170362752430814	10.0	15.0	19.0		16	0	-1.0
component	24	6																						0.08631016978309648	32.0	86.0	3.0	0.8913056292366639	16	0	-1.0
component	24	7																						0.015425102468212416	10.0	10.0	22.0		16	0	-1.0
component	24	8																						0.03704958264771878	20.0	51.0	7.0	0.9162396537100406	16	0	-1.0
component	24	9																						0.036169131637995504	23.0	61.0	8.0	0.9148433022652551	16	0	-1.0
component	24	10																						0.027129997008227377	20.0	26.0	11.0	0.9683496357356398	16	0	-1.0
component	24	11																						0.02544734704562453	16.0	25.0	13.0	0.9466548631468956	16	0	-1.0
component	24	12																						0.015779842183994017	10.0	11.0	21.0		16	0	-1.0
component	24	13																						0.01831717277486911	10.0	10.0	20.0		16	0	-1.0
component	24	14																						0.022513507105459987	10.0	42.0	18.0		16	0	-1.0
component	24	15																						0.030768381451009724	20.0	38.0	9.0	0.8273639261794038	16	0	-1.0
component	24	16																						0.03876831637995513	40.0	44.0	6.0	0.9683843183843184	16	0	-1.0
component	24	17																						0.05355036350037397	57.0	75.0	5.0	0.9277595834117573	16	0	-1.0
component	24	18																						0.011741568436798805	10.0	10.0	24.0		16	0	-1.0
component	24	19																						0.026513296933433062	30.0	30.0	12.0	0.973981457108596	16	0	-1.0
component	24	20																						0.12774573148840687	60.0	258.0	2.0	0.8433533576300555	16	0	-1.0
component	24	21																						0.0238717157816006	10.0	24.0	16.0	0.9668737120134676	16	0	-1.0
component	24	22																						0.18697917726252805	73.0	596.0	1.0	0.629624828094285	16	0	-1.0
component	24	23																						0.08010018100224382	61.0	128.0	4.0	0.8745887445887446	16	0	-1.0
component	24	24																						0.02478866566940913	20.0	20.0	14.0	0.9924098398432999	16	0	-1.0
k_summary	25		0.633	0.0024999999999999467	0.39339103068449205	0.0015199999999998548	0.5915565856394914	0.514122	0.2623802	0.324185	0.907555	0.9997594	0.4445003390215792	0.5449795563911428	3.7436122549431277	3.275038744187154	0.8995840511876209	0.8703317511495456	0.5038461538461538	30.0	10.0	8.0	15.0						14	0	-1.0
component	25	1																						0.22498922064323112	165.0	683.0	1.0	0.6857846382519789	14	0	-1.0
component	25	2																						0.0371281952131638	40.0	44.0	7.0	0.9683843183843184	14	0	-1.0
component	25	3																						0.03563625355272999	13.0	50.0	8.0	0.8122200772200772	14	0	-1.0
component	25	4																						0.016825011219147347	10.0	11.0	22.0		14	0	-1.0
component	25	5																						0.015263051608077787	10.0	10.0	24.0		14	0	-1.0
component	25	6																						0.0453785272999252	55.0	75.0	5.0	0.9723569138837883	14	0	-1.0
component	25	7																						0.02516782572924458	30.0	30.0	14.0	0.973981457108596	14	0	-1.0
component	25	8																						0.06208854599850412	45.0	60.0	4.0	0.8216105769230768	14	0	-1.0
component	25	9																						0.030716073298429323	21.0	26.0	11.0	0.9683496357356398	14	0	-1.0
component	25	10																						0.0673744741959611	42.0	91.0	3.0	0.8606204906204906	14	0	-1.0
component	25	11																						0.03903829992520569	23.0	61.0	6.0	0.9121072171072171	14	0	-1.0
component	25	12																						0.1014777038145101	36.0	164.0	2.0	0.8016323998582063	14	0	-1.0
component	25	13																						0.030445192969334327	20.0	25.0	13.0	0.9729602647084434	14	0	-1.0
component	25	14																						0.033758458489154826	28.0	28.0	9.0	0.8300254452926209	14	0	-1.0
component	25	15																						0.019774182498130143	10.0	10.0	19.0		14	0	-1.0
component	25	16																						0.02018891772625281	10.0	10.0	18.0		14	0	-1.0
component	25	17																						0.018616746447270006	10.0	10.0	20.0		14	0	-1.0
component	25	18																						0.024176168287210174	20.0	20.0	15.0	0.873212639705035	14	0	-1.0
component	25	19																						0.021145918474195963	20.0	20.0	17.0	0.9924098398432999	14	0	-1.0
component	25	20																						0.022229421091997006	10.0	21.0	16.0		14	0	-1.0
component	25	21																						0.017505312640239343	10.0	10.0	21.0		14	0	-1.0
component	25	22																						0.03254612789827973	20.0	40.0	10.0	0.8138768757437669	14	0	-1.0
component	25	23																						0.016710879581151833	10.0	15.0	23.0		14	0	-1.0
component	25	24																						0.011165584143605085	10.0	10.0	25.0		14	0	-1.0
component	25	25																						0.030653952879581153	20.0	26.0	12.0	0.8843764935806269	14	0	-1.0
k_summary	26		0.63159	0.0014100000000000223	0.22274881516588033	-0.0010899999999999244	0.5964232902019447	0.499896	0.266193	0.359174	0.967747	0.99975	0.4369116433878488	0.5409404861092738	3.6811761970678534	3.2444275056728653	0.8689232068243289	0.7667036371268107	0.4492753623188406	30.0	10.0	8.0	15.0						12	0	-1.0
component	26	1																						0.01532648990276739	10.0	10.0	23.0		12	0	-1.0
component	26	2																						0.021146225130890057	20.0	20.0	20.0	0.9924098398432999	12	0	-1.0
component	26	3																						0.011593774121166793	10.0	10.0	26.0		12	0	-1.0
component	26	4																						0.06941973597606582	42.0	91.0	2.0	0.8645496236047417	12	0	-1.0
component	26	5																						0.029604526551982053	21.0	26.0	13.0	0.9683496357356398	12	0	-1.0
component	26	6																						0.037938264771877346	40.0	44.0	8.0	0.9683843183843184	12	0	-1.0
component	26	7																						0.023501450261780108	20.0	20.0	17.0	0.873212639705035	12	0	-1.0
component	26	8																						0.042180052356020944	18.0	47.0	7.0	0.936923076923077	12	0	-1.0
component	26	9																						0.0152326626776365	10.0	10.0	24.0		12	0	-1.0
component	26	10																						0.042634836948391916	20.0	60.0	6.0	0.9097861597861598	12	0	-1.0
component	26	11																						0.015735672400897533	10.0	11.0	22.0		12	0	-1.0
component	26	12																						0.027301624532535526	16.0	25.0	15.0	0.9466548631468956	12	0	-1.0
component	26	13																						0.050432911742707566	32.0	34.0	4.0	0.8913056292366639	12	0	-1.0
component	26	14																						0.2244344622288706	137.0	699.0	1.0	0.7002100768887847	12	0	-1.0
component	26	15																						0.02165880927449514	10.0	21.0	18.0		12	0	-1.0
component	26	16																						0.02138950635751683	10.0	24.0	19.0	0.8879815981191769	12	0	-1.0
component	26	17																						0.03116579132385939	28.0	28.0	11.0	0.8300254452926209	12	0	-1.0
component	26	18																						0.01828563051608078	10.0	10.0	21.0		12	0	-1.0
component	26	19																						0.025812870605833958	30.0	30.0	16.0	0.973981457108596	12	0	-1.0
component	26	20																						0.03211556918474197	20.0	40.0	10.0	0.8497674826708781	12	0	-1.0
component	26	21																						0.04553265145848916	55.0	75.0	5.0	0.9735598020603156	12	0	-1.0
component	26	22																						0.06674481376215408	26.0	103.0	3.0	0.9098814229249012	12	0	-1.0
component	26	23																						0.037220793567688856	23.0	61.0	9.0	0.9121072171072171	12	0	-1.0
component	26	24																						0.028477115931189234	20.0	27.0	14.0	0.9045914724407164	12	0	-1.0
component	26	25																						0.014357513836948393	10.0	15.0	25.0		12	0	-1.0
component	26	26																						0.03075626626776365	20.0	25.0	12.0	0.9321659942530403	12	0	-1.0
k_summary	27		0.6303	0.0012900000000000134	0.2042464256875526	-0.00012000000000000899	0.583281645474944	0.495535	0.2327976	0.304885	0.976316	0.99974	0.41646931413336286	0.49720766378431175	3.8329248252332557	3.1101934472917923	0.8332128591665937	0.7738156607868483	0.4581763376036172	30.0	10.0	8.0	15.0						9	0	-1.0
component	27	1																						0.03603351832460733	20.0	42.0	9.0	0.9403833967046895	9	0	-1.0
component	27	2																						0.15477424756918476	93.0	366.0	1.0	0.6970313276121056	9	0	-1.0
component	27	3																						0.021617508601346296	20.0	20.0	19.0	0.873212639705035	9	0	-1.0
component	27	4																						0.025125667913238593	17.0	17.0	17.0		9	0	-1.0
component	27	5																						0.017759457741211668	10.0	20.0	21.0	0.8415442447286553	9	0	-1.0
component	27	6																						0.010836510097232611	10.0	10.0	27.0		9	0	-1.0
component	27	7																						0.027720252804786835	24.0	53.0	12.0	0.9621391594279196	9	0	-1.0
component	27	8																						0.0175746626776365	10.0	10.0	22.0		9	0	-1.0
component	27	9																						0.02691706806282722	20.0	25.0	13.0	0.9729602647084434	9	0	-1.0
component	27	10																						0.01444441660433807	10.0	11.0	24.0		9	0	-1.0
component	27	11																						0.024402118922961857	25.0	36.0	18.0	0.9733042115345544	9	0	-1.0
component	27	12																						0.0259823373223635	20.0	26.0	15.0	0.9683496357356398	9	0	-1.0
component	27	13																						0.02617470680628272	20.0	25.0	14.0	0.8537404580152671	9	0	-1.0
component	27	14																						0.025336369483919225	30.0	30.0	16.0	0.973981457108596	9	0	-1.0
component	27	15																						0.03863811967090501	18.0	43.0	7.0	0.9372616572616572	9	0	-1.0
component	27	16																						0.038578243829468964	40.0	44.0	8.0	0.9279952710185266	9	0	-1.0
component	27	17																						0.043253352281226634	33.0	51.0	6.0	0.8930805658613096	9	0	-1.0
component	27	18																						0.0534494435302917	39.0	74.0	3.0	0.869124474559257	9	0	-1.0
component	27	19																						0.02059719895287958	20.0	20.0	20.0	0.9924098398432999	9	0	-1.0
component	27	20																						0.027943999252056845	28.0	28.0	11.0	0.8300254452926209	9	0	-1.0
component	27	21																						0.04762741735228122	44.0	60.0	5.0	0.8335631127450981	9	0	-1.0
component	27	22																						0.014226401645474944	10.0	11.0	25.0		9	0	-1.0
component	27	23																						0.05165099177262528	26.0	88.0	4.0	0.8950980392156863	9	0	-1.0
component	27	24																						0.03034159536275243	20.0	37.0	10.0	0.8247553188401591	9	0	-1.0
component	27	25																						0.015622473448017952	10.0	10.0	23.0		9	0	-1.0
component	27	26																						0.1498146955871354	37.0	458.0	2.0	0.606406400616927	9	0	-1.0
component	27	27																						0.013557237097980556	10.0	15.0	26.0		9	0	-1.0
k_summary	28		0.63023	7.00000000000145e-05	0.011105822624149532	-0.0012199999999999989	0.614983119670905	0.535446	0.272808	0.358628	0.981443	0.99973	0.411179415797955	0.49481609652821873	3.558274194118856	3.050272304512207	0.9063300676930602	0.874227006917762	0.8583396801218584	30.0	10.0	8.0	15.0						6	0	-1.0
component	28	1																						0.013069045624532536	10.0	10.0	26.0		6	0	-1.0
component	28	2																						0.0251496798803291	20.0	20.0	15.0	0.9403833967046895	6	0	-1.0
component	28	3																						0.06489485041136875	48.0	101.0	2.0	0.9146406508887843	6	0	-1.0
component	28	4																						0.019769806282722513	10.0	17.0	20.0		6	0	-1.0
component	28	5																						0.012789833956619298	10.0	15.0	27.0		6	0	-1.0
component	28	6																						0.024743498878085267	20.0	26.0	16.0	0.9683496357356398	6	0	-1.0
component	28	7																						0.028127864622288706	28.0	28.0	12.0	0.8300254452926209	6	0	-1.0
component	28	8																						0.014081771129394167	10.0	10.0	25.0		6	0	-1.0
component	28	9																						0.02726248017950636	20.0	25.0	13.0	0.9325095057034221	6	0	-1.0
component	28	10																						0.030276122662677638	20.0	38.0	11.0	0.801948758445205	6	0	-1.0
component	28	11																						0.03628431563201197	40.0	43.0	9.0	0.9683843183843184	6	0	-1.0
component	28	12																						0.02281766492146597	20.0	20.0	18.0	0.873212639705035	6	0	-1.0
component	28	13																						0.04170809050112192	27.0	46.0	6.0	0.943033858033858	6	0	-1.0
component	28	14																						0.03496699925205684	23.0	61.0	10.0	0.9121072171072171	6	0	-1.0
component	28	15																						0.024293073298429325	20.0	20.0	17.0	0.9924098398432999	6	0	-1.0
component	28	16																						0.03683211667913239	22.0	44.0	8.0	0.7872795137330021	6	0	-1.0
component	28	17																						0.019343071054599852	10.0	21.0	21.0	0.8443340246572186	6	0	-1.0
component	28	18																						0.06032086836200449	30.0	51.0	3.0	0.6573795556353697	6	0	-1.0
component	28	19																						0.01656526626776365	10.0	10.0	23.0		6	0	-1.0
component	28	20																						0.014881961106955872	10.0	11.0	24.0		6	0	-1.0
component	28	21																						0.011120710545998506	8.0	8.0	28.0		6	0	-1.0
component	28	22																						0.21075085415108452	140.0	653.0	1.0	0.6996348473758813	6	0	-1.0
component	28	23																						0.04109798130142109	48.0	67.0	7.0	0.9667447916666667	6	0	-1.0
component	28	24																						0.05635163949139866	26.0	91.0	4.0	0.9087386135556585	6	0	-1.0
component	28	25																						0.04703633956619297	32.0	34.0	5.0	0.8913056292366639	6	0	-1.0
component	28	26																						0.022153096484667165	16.0	25.0	19.0		6	0	-1.0
component	28	27																						0.025398326851159312	30.0	30.0	14.0	0.973981457108596	6	0	-1.0
component	28	28																						0.017912661929693346	10.0	10.0	22.0		6	0	-1.0
k_summary	29		0.62728	0.002950000000000008	0.468083080780034	0.0028799999999999937	0.6104051802543008	0.52829	0.25980179999999997	0.345078	0.996648	0.99972	0.4033467994242056	0.4720394687435177	3.6749541354257924	2.8620752780459293	0.9176106911990771	0.8564608137188129	0.8596491228070176	30.0	10.0	8.0	15.0						3	0	-1.0
component	29	1																						0.018412061331338818	10.0	19.0	21.0	0.728940949372642	3	0	-1.0
component	29	2																						0.026162252804786835	20.0	25.0	13.0	0.9045914724407164	3	0	-1.0
component	29	3																						0.017808173522812266	10.0	20.0	22.0	0.8443340246572186	3	0	-1.0
component	29	4																						0.02626759311892296	20.0	25.0	12.0	0.9321659942530403	3	0	-1.0
component	29	5																						0.04925113388182498	30.0	51.0	6.0	0.6288247418534271	3	0	-1.0
component	29	6																						0.03530143081525804	40.0	43.0	8.0	0.9683843183843184	3	0	-1.0
component	29	7																						0.02727989229618549	28.0	28.0	11.0	0.8300254452926209	3	0	-1.0
component	29	8																						0.07763525804038893	32.0	145.0	2.0	0.9249595141700405	3	0	-1.0
component	29	9																						0.05163064397905759	32.0	42.0	4.0	0.8913056292366639	3	0	-1.0
component	29	10																						0.04534889678384443	55.0	75.0	7.0	0.9735598020603156	3	0	-1.0
component	29	11																						0.015845271503365746	10.0	14.0	23.0		3	0	-1.0
component	29	12																						0.05099002094240838	26.0	99.0	5.0	0.9033252521624615	3	0	-1.0
component	29	13																						0.01360675467464473	10.0	11.0	28.0		3	0	-1.0
component	29	14																						0.05295862453253552	39.0	78.0	3.0	0.8506608591682197	3	0	-1.0
component	29	15																						0.01134719371727749	10.0	10.0	29.0		3	0	-1.0
component	29	16																						0.025882134629768138	30.0	30.0	14.0	0.973981457108596	3	0	-1.0
component	29	17																						0.025122934181002247	20.0	20.0	15.0	0.9403833967046895	3	0	-1.0
component	29	18																						0.014487688855646974	10.0	10.0	26.0		3	0	-1.0
component	29	19																						0.015667804038893045	10.0	10.0	24.0		3	0	-1.0
component	29	20																						0.02432273223635004	20.0	26.0	17.0	0.9683496357356398	3	0	-1.0
component	29	21																						0.014538659685863877	10.0	10.0	25.0		3	0	-1.0
component	29	22																						0.025066940164547497	17.0	17.0	16.0		3	0	-1.0
component	29	23																						0.03438504412864622	23.0	61.0	9.0	0.8997739497739496	3	0	-1.0
component	29	24																						0.01366350261780105	10.0	15.0	27.0		3	0	-1.0
component	29	25																						0.021139193717277488	20.0	20.0	20.0	0.9924098398432999	3	0	-1.0
component	29	26																						0.021837723261032164	16.0	25.0	18.0		3	0	-1.0
component	29	27																						0.029452240837696333	20.0	37.0	10.0	0.9255890655605483	3	0	-1.0
component	29	28																						0.19298364023934178	94.0	610.0	1.0	0.6542473426369131	3	0	-1.0
component	29	29																						0.0216045976065819	20.0	20.0	19.0	0.873212639705035	3	0	-1.0
k_summary	30		0.62568	0.0015999999999999348	0.25506950644049464	-0.0013500000000000734	0.6070749947643979	0.496176	0.29505739999999997	0.370106	0.995594	0.99971	0.41356182808350644	0.5085480968330843	3.517904911114604	3.2977665568562697				30.0	10.0	8.0	15.0						7	0	-1.0
component	30	1																						0.057684318623784585	39.0	80.0	2.0	0.8867143501858648	7	0	-1.0
component	30	2																						0.025446221391174275	20.0	26.0	15.0	0.9676298145299393	7	0	-1.0
component	30	3																						0.02815783171278983	20.0	25.0	12.0	0.9325095057034221	7	0	-1.0
component	30	4																						0.014015397157816007	10.0	11.0	29.0		7	0	-1.0
component	30	5																						0.025403240089753178	30.0	30.0	16.0	0.973981457108596	7	0	-1.0
component	30	6																						0.02868064323111444	20.0	25.0	10.0	0.9045914724407164	7	0	-1.0
component	30	7																						0.014977692595362753	10.0	10.0	26.0		7	0	-1.0
component	30	8																						0.01706330291697831	10.0	10.0	24.0		7	0	-1.0
component	30	9																						0.014445659685863876	10.0	15.0	28.0		7	0	-1.0
component	30	10																						0.018114064323111443	10.0	10.0	23.0		7	0	-1.0
component	30	11																						0.020429840688107704	10.0	24.0	20.0	0.9229657794676805	7	0	-1.0
component	30	12																						0.04055966192969334	18.0	47.0	5.0	0.9357871954607937	7	0	-1.0
component	30	13																						0.05216610994764398	26.0	93.0	4.0	0.9083976410063368	7	0	-1.0
component	30	14																						0.03480535976065819	23.0	61.0	7.0	0.9121072171072171	7	0	-1.0
component	30	15																						0.030302510097232612	20.0	38.0	8.0	0.9255890655605483	7	0	-1.0
component	30	16																						0.014777188481675392	10.0	10.0	27.0		7	0	-1.0
component	30	17																						0.027833694839192222	28.0	28.0	13.0	0.8300254452926209	7	0	-1.0
component	30	18																						0.01158744727000748	10.0	10.0	30.0		7	0	-1.0
component	30	19																						0.02244286836200449	20.0	20.0	18.0	0.873212639705035	7	0	-1.0
component	30	20																						0.05440075317875842	32.0	74.0	3.0	0.8913056292366639	7	0	-1.0
component	30	21																						0.018388878833208677	10.0	20.0	21.0		7	0	-1.0
component	30	22																						0.029623061331338817	10.0	50.0	9.0	0.9028370038899126	7	0	-1.0
component	30	23																						0.03609233582647719	40.0	44.0	6.0	0.9683843183843184	7	0	-1.0
component	30	24																						0.024308868362004486	16.0	25.0	17.0	0.9466548631468956	7	0	-1.0
component	30	25																						0.02159948840688108	20.0	20.0	19.0	0.9924098398432999	7	0	-1.0
component	30	26																						0.018166507105459986	10.0	17.0	22.0		7	0	-1.0
component	30	27																						0.026143244577412118	26.0	37.0	14.0	0.9733042115345544	7	0	-1.0
component	30	28																						0.22896781451009723	121.0	735.0	1.0	0.7002506766366521	7	0	-1.0
component	30	29																						0.02820790875093493	23.0	53.0	11.0	0.9621391594279196	7	0	-1.0
component	30	30																						0.015208090501121915	10.0	10.0	25.0		7	0	-1.0
