best_k,ari_umap_vs_admix_argmax,nmi_umap_vs_admix_argmax,neighbor_mean_l1_q,random_mean_l1_q,neighbor_enrichment_ratio
12,0.05438989905092537,0.415415204853953,0.24599832665170776,1.101999327449514,4.479702534764635
