run_id,hidden_dims,lr,lambda_breed,lambda_clade,n_components,seed,target_metric,trustworthiness,silhouette_breed,seed_stability_vs_base,embedding_csv
phyloae_h512x64_lr0p0003_lb1p0_lc1p0_seed1337_3d,"(512, 64)",0.0003,1.0,1.0,3,1337,euclidean,0.8908261793006826,0.7597854550210973,0.6430316629269509,results/embeddings/phyloae_h512x64_lr0p0003_lb1p0_lc1p0_seed1337_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed42_2d,"(512, 64)",0.0003,10.0,0.1,2,42,euclidean,0.8685301493950995,0.6035569241584491,1.0,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed42_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed123_2d,"(512, 64)",0.0003,10.0,0.1,2,123,euclidean,0.8702189223167491,0.6182218493633403,0.5651957117925704,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed123_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed256_2d,"(512, 64)",0.0003,10.0,0.1,2,256,euclidean,0.8596334205743945,0.5904691000085157,0.5489902767389678,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed256_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed789_2d,"(512, 64)",0.0003,10.0,0.1,2,789,euclidean,0.8752298758323287,0.5975455534083276,0.5473448017950636,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed789_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed1337_2d,"(512, 64)",0.0003,10.0,0.1,2,1337,euclidean,0.865426621691414,0.5898806353172964,0.5548740962353529,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed1337_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed42_3d,"(512, 64)",0.0003,10.0,0.1,3,42,euclidean,0.9046717417512798,0.6742462448341432,1.0,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed42_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed123_3d,"(512, 64)",0.0003,10.0,0.1,3,123,euclidean,0.8992950132948698,0.7091523751146456,0.6490152081775119,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed123_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed256_3d,"(512, 64)",0.0003,10.0,0.1,3,256,euclidean,0.9016551894770356,0.7192102869299254,0.6371977063076539,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed256_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed789_3d,"(512, 64)",0.0003,10.0,0.1,3,789,euclidean,0.8930348315344371,0.7085082469217507,0.6385938668661182,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed789_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed1337_3d,"(512, 64)",0.0003,10.0,0.1,3,1337,euclidean,0.9004866753414412,0.7189311211827484,0.6362503116429818,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc0p1_seed1337_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed42_2d,"(512, 64)",0.0003,10.0,1.0,2,42,euclidean,0.8694205850198105,0.6027697983787136,1.0,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed42_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed123_2d,"(512, 64)",0.0003,10.0,1.0,2,123,euclidean,0.8637894192796294,0.6062616712268414,0.5540264273248566,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed123_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed256_2d,"(512, 64)",0.0003,10.0,1.0,2,256,euclidean,0.8726848578889029,0.5768219830013178,0.5514834205933682,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed256_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed789_2d,"(512, 64)",0.0003,10.0,1.0,2,789,euclidean,0.8674669772281477,0.5887032002867015,0.5374220892545499,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed789_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed1337_2d,"(512, 64)",0.0003,10.0,1.0,2,1337,euclidean,0.8640437047738203,0.5975701469697083,0.5241585639491398,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed1337_2d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed42_3d,"(512, 64)",0.0003,10.0,1.0,3,42,euclidean,0.9050603989713221,0.6871893120538998,1.0,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed42_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed123_3d,"(512, 64)",0.0003,10.0,1.0,3,123,euclidean,0.8989720050682541,0.710854053715104,0.6214410371478435,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed123_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed256_3d,"(512, 64)",0.0003,10.0,1.0,3,256,euclidean,0.8987289140556013,0.7113399827011506,0.6319122413363252,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed256_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed789_3d,"(512, 64)",0.0003,10.0,1.0,3,789,euclidean,0.9059902619394837,0.7262395831816945,0.6383944153577662,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed789_3d.csv
phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed1337_3d,"(512, 64)",0.0003,10.0,1.0,3,1337,euclidean,0.8986154513444193,0.7120204705472966,0.6216903515332836,results/embeddings/phyloae_h512x64_lr0p0003_lb10p0_lc1p0_seed1337_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed42_2d,"(1024, 128)",0.001,0.1,0.1,2,42,euclidean,0.8789432561217686,0.776951382375845,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed42_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed123_2d,"(1024, 128)",0.001,0.1,0.1,2,123,euclidean,0.8833196153500249,0.7715943853764934,0.5474445275492397,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed123_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed256_2d,"(1024, 128)",0.001,0.1,0.1,2,256,euclidean,0.8887235900360766,0.7833413390196635,0.5471952131637996,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed256_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed789_2d,"(1024, 128)",0.001,0.1,0.1,2,789,euclidean,0.8852843417284355,0.7942901829862886,0.5417102966841186,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed789_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed1337_2d,"(1024, 128)",0.001,0.1,0.1,2,1337,euclidean,0.8875206576131771,0.7666653221570826,0.5604088755921216,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed1337_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed42_3d,"(1024, 128)",0.001,0.1,0.1,3,42,euclidean,0.8978994978421214,0.688275754796811,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed42_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed123_3d,"(1024, 128)",0.001,0.1,0.1,3,123,euclidean,0.9125670388167699,0.7028883162171949,0.5698828222388432,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed123_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed256_3d,"(1024, 128)",0.001,0.1,0.1,3,256,euclidean,0.9023934560476194,0.7203257867018427,0.5721266517078036,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed256_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed789_3d,"(1024, 128)",0.001,0.1,0.1,3,789,euclidean,0.9106638251657257,0.6950068559649445,0.5415607080528547,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed789_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed1337_3d,"(1024, 128)",0.001,0.1,0.1,3,1337,euclidean,0.906559586707331,0.7106671516483011,0.5610570929942658,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc0p1_seed1337_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed42_2d,"(1024, 128)",0.001,0.1,1.0,2,42,euclidean,0.8977416746261327,0.7775089825832058,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed42_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed123_2d,"(1024, 128)",0.001,0.1,1.0,2,123,euclidean,0.8941496880534391,0.7593287229892692,0.575118424333084,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed123_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed256_2d,"(1024, 128)",0.001,0.1,1.0,2,256,euclidean,0.8987206794708767,0.7529708169501014,0.5579157317377214,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed256_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed789_2d,"(1024, 128)",0.001,0.1,1.0,2,789,euclidean,0.9038635001842346,0.7737035810602997,0.5630017452006981,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed789_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed1337_2d,"(1024, 128)",0.001,0.1,1.0,2,1337,euclidean,0.8982669424683338,0.7570955930451986,0.5838942907005735,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed1337_2d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed42_3d,"(1024, 128)",0.001,0.1,1.0,3,42,euclidean,0.9030029291594235,0.7147089782105602,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed42_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed123_3d,"(1024, 128)",0.001,0.1,1.0,3,123,euclidean,0.9107389230605182,0.7155484126599846,0.581949638494141,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed123_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed256_3d,"(1024, 128)",0.001,0.1,1.0,3,256,euclidean,0.8953035544945465,0.7374014499121938,0.5606083271004737,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed256_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed789_3d,"(1024, 128)",0.001,0.1,1.0,3,789,euclidean,0.9108052930544503,0.7181927004744704,0.5730241834953876,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed789_3d.csv
phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed1337_3d,"(1024, 128)",0.001,0.1,1.0,3,1337,euclidean,0.9192515862959814,0.7043248348959636,0.5587634006482174,results/embeddings/phyloae_h1024x128_lr0p001_lb0p1_lc1p0_seed1337_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed42_2d,"(1024, 128)",0.001,1.0,0.1,2,42,euclidean,0.8613179054404042,0.7742434363113367,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed42_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed123_2d,"(1024, 128)",0.001,1.0,0.1,2,123,euclidean,0.8617867834535696,0.7612824613143393,0.5325853901770132,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed123_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed256_2d,"(1024, 128)",0.001,1.0,0.1,2,256,euclidean,0.8605231351985996,0.7383196447424996,0.5367240089753179,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed256_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed789_2d,"(1024, 128)",0.001,1.0,0.1,2,789,euclidean,0.8876422790142937,0.7780292492770566,0.5286462228870606,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed789_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed1337_2d,"(1024, 128)",0.001,1.0,0.1,2,1337,euclidean,0.8671992583561112,0.7721983341008085,0.5424582398404387,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed1337_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed42_3d,"(1024, 128)",0.001,1.0,0.1,3,42,euclidean,0.8902347691489196,0.7090817876602243,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed42_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed123_3d,"(1024, 128)",0.001,1.0,0.1,3,123,euclidean,0.884800702178598,0.7079731462620026,0.5608576414859138,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed123_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed256_3d,"(1024, 128)",0.001,1.0,0.1,3,256,euclidean,0.8853244141776022,0.7265976989070259,0.5558713537771129,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed256_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed789_3d,"(1024, 128)",0.001,1.0,0.1,3,789,euclidean,0.905766941519649,0.7192384971670207,0.5632510595861382,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed789_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed1337_3d,"(1024, 128)",0.001,1.0,0.1,3,1337,euclidean,0.8863469446844617,0.7153162160003137,0.5617551732734979,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc0p1_seed1337_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed42_2d,"(1024, 128)",0.001,1.0,1.0,2,42,euclidean,0.8644948234061051,0.737237288153026,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed42_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed123_2d,"(1024, 128)",0.001,1.0,1.0,2,123,euclidean,0.8757040285334052,0.7819480754443511,0.5470954874096235,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed123_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed256_2d,"(1024, 128)",0.001,1.0,1.0,2,256,euclidean,0.8746202888783395,0.745898332208419,0.5213662428322114,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed256_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed789_2d,"(1024, 128)",0.001,1.0,1.0,2,789,euclidean,0.8780818502542665,0.7611666181778666,0.5688357018199951,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed789_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed1337_2d,"(1024, 128)",0.001,1.0,1.0,2,1337,euclidean,0.8886615839925744,0.7499151368642333,0.5586636748940415,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed1337_2d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed42_3d,"(1024, 128)",0.001,1.0,1.0,3,42,euclidean,0.9023498544907137,0.7159670775082418,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed42_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed123_3d,"(1024, 128)",0.001,1.0,1.0,3,123,euclidean,0.9014988841568488,0.7204716660287684,0.5911742707554226,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed123_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed256_3d,"(1024, 128)",0.001,1.0,1.0,3,256,euclidean,0.8965231837712653,0.7325393940987263,0.6020942408376964,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed256_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed789_3d,"(1024, 128)",0.001,1.0,1.0,3,789,euclidean,0.8988131952199944,0.7081250174428732,0.5796060832710047,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed789_3d.csv
phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed1337_3d,"(1024, 128)",0.001,1.0,1.0,3,1337,euclidean,0.8988506492989029,0.7177150342422673,0.5883819496384942,results/embeddings/phyloae_h1024x128_lr0p001_lb1p0_lc1p0_seed1337_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed42_2d,"(1024, 128)",0.001,10.0,0.1,2,42,euclidean,0.8543909879490458,0.7079834621074665,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed42_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed123_2d,"(1024, 128)",0.001,10.0,0.1,2,123,euclidean,0.8526204004436809,0.7345765337871326,0.5390177013213663,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed123_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed256_2d,"(1024, 128)",0.001,10.0,0.1,2,256,euclidean,0.8671778560253064,0.6985881229256565,0.5467963101470955,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed256_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed789_2d,"(1024, 128)",0.001,10.0,0.1,2,789,euclidean,0.8715470052485043,0.7268586680559673,0.5549738219895288,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed789_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed1337_2d,"(1024, 128)",0.001,10.0,0.1,2,1337,euclidean,0.8685387255063796,0.7055303714265047,0.5787584143605087,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed1337_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed42_3d,"(1024, 128)",0.001,10.0,0.1,3,42,euclidean,0.8948834768314077,0.7184630531759602,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed42_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed123_3d,"(1024, 128)",0.001,10.0,0.1,3,123,euclidean,0.9004553307931347,0.729393487503047,0.6291199202193968,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed123_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed256_3d,"(1024, 128)",0.001,10.0,0.1,3,256,euclidean,0.8908521732662879,0.7394075522349031,0.6019446522064322,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed256_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed789_3d,"(1024, 128)",0.001,10.0,0.1,3,789,euclidean,0.9063589588297327,0.7054223045155054,0.6175018698578908,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed789_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed1337_3d,"(1024, 128)",0.001,10.0,0.1,3,1337,euclidean,0.8892798609000288,0.7069717144820935,0.6052356020942409,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc0p1_seed1337_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed42_2d,"(1024, 128)",0.001,10.0,1.0,2,42,euclidean,0.866299070250874,0.7152681475583124,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed42_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed123_2d,"(1024, 128)",0.001,10.0,1.0,2,123,euclidean,0.863378942307437,0.6946174146539102,0.5759162303664922,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed123_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed256_2d,"(1024, 128)",0.001,10.0,1.0,2,256,euclidean,0.8661517205159176,0.7266598278049314,0.5528297182747445,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed256_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed789_2d,"(1024, 128)",0.001,10.0,1.0,2,789,euclidean,0.8837048952519081,0.7485165860383798,0.5562203939167291,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed789_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed1337_2d,"(1024, 128)",0.001,10.0,1.0,2,1337,euclidean,0.8717663411918594,0.6879242559132577,0.5865370231862379,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed1337_2d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed42_3d,"(1024, 128)",0.001,10.0,1.0,3,42,euclidean,0.8983287208274657,0.7186054308695383,1.0,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed42_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed123_3d,"(1024, 128)",0.001,10.0,1.0,3,123,euclidean,0.8919649047311674,0.7409097224258231,0.6224881575666916,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed123_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed256_3d,"(1024, 128)",0.001,10.0,1.0,3,256,euclidean,0.8981642947647395,0.7370134035876602,0.6010969832959362,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed256_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed789_3d,"(1024, 128)",0.001,10.0,1.0,3,789,euclidean,0.9098807427215948,0.7209426310056054,0.6217900772874595,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed789_3d.csv
phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed1337_3d,"(1024, 128)",0.001,10.0,1.0,3,1337,euclidean,0.895624703298805,0.7086554716970079,0.5909249563699825,results/embeddings/phyloae_h1024x128_lr0p001_lb10p0_lc1p0_seed1337_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed42_2d,"(1024, 128)",0.0003,0.1,0.1,2,42,euclidean,0.8732000317240223,0.75538414056438,1.0,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed42_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed123_2d,"(1024, 128)",0.0003,0.1,0.1,2,123,euclidean,0.8908398403628985,0.75399402916281,0.5495886312640239,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed123_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed256_2d,"(1024, 128)",0.0003,0.1,0.1,2,256,euclidean,0.8887685956465989,0.7392166527824248,0.5767638992769883,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed256_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed789_2d,"(1024, 128)",0.0003,0.1,0.1,2,789,euclidean,0.8889815184801917,0.7386349861086242,0.5465968586387434,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed789_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed1337_2d,"(1024, 128)",0.0003,0.1,0.1,2,1337,euclidean,0.8706712173182803,0.7047880482514867,0.5463475442533035,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed1337_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed42_3d,"(1024, 128)",0.0003,0.1,0.1,3,42,euclidean,0.9020893456237357,0.7689599220125595,1.0,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed42_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed123_3d,"(1024, 128)",0.0003,0.1,0.1,3,123,euclidean,0.915741566096583,0.762209191321413,0.593667414609823,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed123_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed256_3d,"(1024, 128)",0.0003,0.1,0.1,3,256,euclidean,0.8993002500353859,0.7724937763999927,0.6115183246073299,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed256_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed789_3d,"(1024, 128)",0.0003,0.1,0.1,3,789,euclidean,0.9107687117656278,0.7774602610203992,0.5791074545001247,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed789_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed1337_3d,"(1024, 128)",0.0003,0.1,0.1,3,1337,euclidean,0.9107320166346201,0.7724976295442256,0.5963101470954874,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc0p1_seed1337_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed42_2d,"(1024, 128)",0.0003,0.1,1.0,2,42,euclidean,0.8924548814959774,0.7393292540384854,1.0,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed42_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed123_2d,"(1024, 128)",0.0003,0.1,1.0,2,123,euclidean,0.8924919181535405,0.7412529368639976,0.5854899027673898,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed123_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed256_2d,"(1024, 128)",0.0003,0.1,1.0,2,256,euclidean,0.8872879262393714,0.6983824640784488,0.581002243829469,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed256_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed789_2d,"(1024, 128)",0.0003,0.1,1.0,2,789,euclidean,0.9032117536743514,0.7122156386230472,0.5618050361505859,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed789_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed1337_2d,"(1024, 128)",0.0003,0.1,1.0,2,1337,euclidean,0.8891187742080663,0.7030963982547662,0.5754176015956121,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed1337_2d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed42_3d,"(1024, 128)",0.0003,0.1,1.0,3,42,euclidean,0.9184966608189731,0.7728314096564118,1.0,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed42_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed123_3d,"(1024, 128)",0.0003,0.1,1.0,3,123,euclidean,0.9075390848682106,0.749552870646663,0.6198454250810271,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed123_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed256_3d,"(1024, 128)",0.0003,0.1,1.0,3,256,euclidean,0.9203338839500355,0.7813770168226786,0.6148591373722263,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed256_3d.csv
phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed789_3d,"(1024, 128)",0.0003,0.1,1.0,3,789,euclidean,0.9168506166641431,0.7710438820616473,0.6352031912241336,results/embeddings/phyloae_h1024x128_lr0p0003_lb0p1_lc1p0_seed789_3d.csv
