run_id,perplexity,metric,n_components,seed,trustworthiness,silhouette_breed,seed_stability_vs_base,embedding_csv
tsne_cosine_perp30_seed99_3d,30,cosine,3,99,0.932040237899809,0.6764705175218453,0.8270256793817004,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp30_seed99_3d.csv
tsne_cosine_perp30_seed123_3d,30,cosine,3,123,0.9309130105300226,0.6741676392302219,0.8724507604088756,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp30_seed123_3d.csv
tsne_cosine_perp30_seed256_3d,30,cosine,3,256,0.932317861041952,0.6804263543892579,0.8212415856394913,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp30_seed256_3d.csv
tsne_correlation_perp30_seed7_2d,30,correlation,2,7,0.9299108198269067,0.7733040287678954,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed7_2d.csv
tsne_correlation_perp30_seed42_2d,30,correlation,2,42,0.9297522756104123,0.7730524985957166,0.9659436549488906,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed42_2d.csv
tsne_correlation_perp30_seed99_2d,30,correlation,2,99,0.9305727741860569,0.7729563570785973,0.9667414609822986,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed99_2d.csv
tsne_correlation_perp30_seed123_2d,30,correlation,2,123,0.9302419108486669,0.7726877730945961,0.9700324108701073,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed123_2d.csv
tsne_correlation_perp30_seed256_2d,30,correlation,2,256,0.9298589836852764,0.7720466085393565,0.9713787085514834,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed256_2d.csv
tsne_correlation_perp30_seed7_3d,30,correlation,3,7,0.9313813193322624,0.6817605790095209,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed7_3d.csv
tsne_correlation_perp30_seed42_3d,30,correlation,3,42,0.9342822838412023,0.6792119436053687,0.873797058090252,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed42_3d.csv
tsne_correlation_perp30_seed99_3d,30,correlation,3,99,0.9312683499372161,0.6795671422537343,0.8534031413612565,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed99_3d.csv
tsne_correlation_perp30_seed123_3d,30,correlation,3,123,0.9317258057844733,0.6765498386693324,0.8409872849663425,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed123_3d.csv
tsne_correlation_perp30_seed256_3d,30,correlation,3,256,0.9312855780545661,0.682806535425159,0.7952131637995513,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp30_seed256_3d.csv
tsne_manhattan_perp30_seed7_2d,30,manhattan,2,7,0.9346246831866857,0.780273412924704,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed7_2d.csv
tsne_manhattan_perp30_seed42_2d,30,manhattan,2,42,0.9329191754638215,0.7813043489581352,0.9459985041136875,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed42_2d.csv
tsne_manhattan_perp30_seed99_2d,30,manhattan,2,99,0.9325054729630502,0.7792787492659434,0.8953876838693593,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed99_2d.csv
tsne_manhattan_perp30_seed123_2d,30,manhattan,2,123,0.930410359335268,0.7800754680138047,0.8911992021939665,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed123_2d.csv
tsne_manhattan_perp30_seed256_2d,30,manhattan,2,256,0.9308699022892525,0.7811203334044503,0.9027175268012965,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed256_2d.csv
tsne_manhattan_perp30_seed7_3d,30,manhattan,3,7,0.9322200706049232,0.6129391051164794,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed7_3d.csv
tsne_manhattan_perp30_seed42_3d,30,manhattan,3,42,0.9302672597085564,0.6082713164375383,0.8052356020942407,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed42_3d.csv
tsne_manhattan_perp30_seed99_3d,30,manhattan,3,99,0.9293117443013448,0.6048856712271385,0.7713787085514834,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed99_3d.csv
tsne_manhattan_perp30_seed123_3d,30,manhattan,3,123,0.9318687915689996,0.6013968103336377,0.7425081027175268,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed123_3d.csv
tsne_manhattan_perp30_seed256_3d,30,manhattan,3,256,0.9273023158915722,0.6065226968764958,0.7398155073547744,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp30_seed256_3d.csv
tsne_euclidean_perp50_seed7_2d,50,euclidean,2,7,0.9004747978067924,0.7438612331504001,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed7_2d.csv
tsne_euclidean_perp50_seed42_2d,50,euclidean,2,42,0.8925927823295678,0.7532770616688027,0.6574918972824731,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed42_2d.csv
tsne_euclidean_perp50_seed99_2d,50,euclidean,2,99,0.8910841456921927,0.7381163485192479,0.6743455497382199,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed99_2d.csv
tsne_euclidean_perp50_seed123_2d,50,euclidean,2,123,0.8935761511247419,0.742641192727005,0.6598853153826976,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed123_2d.csv
tsne_euclidean_perp50_seed256_2d,50,euclidean,2,256,0.8861254836869841,0.7448906619811801,0.6587883320867614,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed256_2d.csv
tsne_euclidean_perp50_seed7_3d,50,euclidean,3,7,0.8753601871869103,0.5135189563153768,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed7_3d.csv
tsne_euclidean_perp50_seed42_3d,50,euclidean,3,42,0.8706343324502974,0.5086147725280501,0.5707304911493393,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed42_3d.csv
tsne_euclidean_perp50_seed99_3d,50,euclidean,3,99,0.8673514274102383,0.5233548123003975,0.5608576414859138,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed99_3d.csv
tsne_euclidean_perp50_seed123_3d,50,euclidean,3,123,0.8773992904596075,0.5111686125946191,0.5671403639990027,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed123_3d.csv
tsne_euclidean_perp50_seed256_3d,50,euclidean,3,256,0.867873735355626,0.5096541790602513,0.575168287210172,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp50_seed256_3d.csv
tsne_cosine_perp50_seed7_2d,50,cosine,2,7,0.9259110125996736,0.7533405146970753,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed7_2d.csv
tsne_cosine_perp50_seed42_2d,50,cosine,2,42,0.9235993331883743,0.7539118936317732,0.8601346297681376,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed42_2d.csv
tsne_cosine_perp50_seed99_2d,50,cosine,2,99,0.9230530045419237,0.7495954172641157,0.8924457741211669,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed99_2d.csv
tsne_cosine_perp50_seed123_2d,50,cosine,2,123,0.9246548020341322,0.7548416876312075,0.874744452754924,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed123_2d.csv
tsne_cosine_perp50_seed256_2d,50,cosine,2,256,0.9219413735515005,0.7549743046255034,0.8775367738718524,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed256_2d.csv
tsne_cosine_perp50_seed7_3d,50,cosine,3,7,0.9001051142842723,0.48486102163910627,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed7_3d.csv
tsne_cosine_perp50_seed42_3d,50,cosine,3,42,0.9008213334183355,0.4842015829070309,0.6281725255547245,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed42_3d.csv
tsne_cosine_perp50_seed99_3d,50,cosine,3,99,0.9011600518664995,0.49576247911181637,0.6168037895786587,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed99_3d.csv
tsne_cosine_perp50_seed123_3d,50,cosine,3,123,0.907523071067502,0.4934312625535695,0.625629518823236,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed123_3d.csv
tsne_cosine_perp50_seed256_3d,50,cosine,3,256,0.9035642470269165,0.4940833211160408,0.6328596360009973,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp50_seed256_3d.csv
tsne_correlation_perp50_seed7_2d,50,correlation,2,7,0.9238369977235358,0.748961864184715,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed7_2d.csv
tsne_correlation_perp50_seed42_2d,50,correlation,2,42,0.926728854857665,0.7531416311216683,0.8014460234355522,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed42_2d.csv
tsne_correlation_perp50_seed99_2d,50,correlation,2,99,0.9251410979016229,0.750800611894403,0.8270256793817004,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed99_2d.csv
tsne_correlation_perp50_seed123_2d,50,correlation,2,123,0.9267458173432498,0.7495588868887727,0.8058339566192968,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed123_2d.csv
tsne_correlation_perp50_seed256_2d,50,correlation,2,256,0.9267312834909478,0.7536613514310191,0.8216404886561954,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed256_2d.csv
tsne_correlation_perp50_seed7_3d,50,correlation,3,7,0.9011282898968476,0.48854412795514546,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed7_3d.csv
tsne_correlation_perp50_seed42_3d,50,correlation,3,42,0.9017511963864973,0.4913909800001207,0.612365993517826,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed42_3d.csv
tsne_correlation_perp50_seed99_3d,50,correlation,3,99,0.905787509007763,0.49772869184009194,0.6425828970331589,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed99_3d.csv
tsne_correlation_perp50_seed123_3d,50,correlation,3,123,0.9020202054699652,0.48965290282177165,0.6301670406382448,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed123_3d.csv
tsne_correlation_perp50_seed256_3d,50,correlation,3,256,0.9029641469216884,0.49164784959449154,0.6231363749688357,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp50_seed256_3d.csv
tsne_manhattan_perp50_seed7_2d,50,manhattan,2,7,0.9197358709515348,0.7585462437103603,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed7_2d.csv
tsne_manhattan_perp50_seed42_2d,50,manhattan,2,42,0.9214512829445054,0.7599730927513381,0.7073049114933933,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed42_2d.csv
tsne_manhattan_perp50_seed99_2d,50,manhattan,2,99,0.9194484953288654,0.7512251095848217,0.7049613562702569,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed99_2d.csv
tsne_manhattan_perp50_seed123_2d,50,manhattan,2,123,0.9167207606783021,0.7595608674696221,0.7095487409623535,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed123_2d.csv
tsne_manhattan_perp50_seed256_2d,50,manhattan,2,256,0.9211863342323071,0.7598870252817496,0.7289952630266767,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed256_2d.csv
tsne_manhattan_perp50_seed7_3d,50,manhattan,3,7,0.8961328189184461,0.5132395290240829,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed7_3d.csv
tsne_manhattan_perp50_seed42_3d,50,manhattan,3,42,0.9008256594213705,0.5158674663319935,0.5888805784093741,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed42_3d.csv
tsne_manhattan_perp50_seed99_3d,50,manhattan,3,99,0.9045363833931575,0.5114231546946834,0.5902268760907505,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed99_3d.csv
tsne_manhattan_perp50_seed123_3d,50,manhattan,3,123,0.9000499767192731,0.5154315745270804,0.5844427823485415,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed123_3d.csv
tsne_manhattan_perp50_seed256_3d,50,manhattan,3,256,0.9067130459728896,0.5141267897519067,0.600149588631264,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp50_seed256_3d.csv
tsne_euclidean_perp100_seed7_2d,100,euclidean,2,7,0.8886176409091133,0.7232191246592109,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed7_2d.csv
tsne_euclidean_perp100_seed42_2d,100,euclidean,2,42,0.8897386828535075,0.7122272914914802,0.6537521815008727,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed42_2d.csv
tsne_euclidean_perp100_seed99_2d,100,euclidean,2,99,0.8887207819288433,0.7322549061048962,0.6363500373971578,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed99_2d.csv
tsne_euclidean_perp100_seed123_2d,100,euclidean,2,123,0.8885481592287875,0.7240830908560869,0.6503615058588881,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed123_2d.csv
tsne_euclidean_perp100_seed256_2d,100,euclidean,2,256,0.8855336940612706,0.730417109806753,0.6392420842682622,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed256_2d.csv
tsne_euclidean_perp100_seed7_3d,100,euclidean,3,7,0.8563918781949336,0.4525459744471284,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed7_3d.csv
tsne_euclidean_perp100_seed42_3d,100,euclidean,3,42,0.8482865422978741,0.4446730620835936,0.4982298678633757,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed42_3d.csv
tsne_euclidean_perp100_seed99_3d,100,euclidean,3,99,0.8535281400805319,0.4516415158937798,0.5025679381700324,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed99_3d.csv
tsne_euclidean_perp100_seed123_3d,100,euclidean,3,123,0.8536365178407781,0.4450866948325954,0.5016205435053602,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed123_3d.csv
tsne_euclidean_perp100_seed256_3d,100,euclidean,3,256,0.850293580021759,0.44350718765343106,0.5036150585888806,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_euclidean_perp100_seed256_3d.csv
tsne_cosine_perp100_seed7_2d,100,cosine,2,7,0.9233201162556395,0.7531563827685472,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed7_2d.csv
tsne_cosine_perp100_seed42_2d,100,cosine,2,42,0.9175905529201089,0.750195142335135,0.7240089753178758,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed42_2d.csv
tsne_cosine_perp100_seed99_2d,100,cosine,2,99,0.9206008818215661,0.7472787980873926,0.7089005235602094,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed99_2d.csv
tsne_cosine_perp100_seed123_2d,100,cosine,2,123,0.9211202298701402,0.7449525655594791,0.7204687110446274,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed123_2d.csv
tsne_cosine_perp100_seed256_2d,100,cosine,2,256,0.9218465050638901,0.7478801142775178,0.6819247070555972,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed256_2d.csv
tsne_cosine_perp100_seed7_3d,100,cosine,3,7,0.8761939294034252,0.4319069209123167,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed7_3d.csv
tsne_cosine_perp100_seed42_3d,100,cosine,3,42,0.8799406275057139,0.4322551803895947,0.5456494639740713,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed42_3d.csv
tsne_cosine_perp100_seed99_3d,100,cosine,3,99,0.8750160043138598,0.42806754477734443,0.524956369982548,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed99_3d.csv
tsne_cosine_perp100_seed123_3d,100,cosine,3,123,0.8767312645172504,0.4294041476965864,0.5398155073547743,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed123_3d.csv
tsne_cosine_perp100_seed256_3d,100,cosine,3,256,0.8783021728298929,0.4347057121238304,0.5372725006232859,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_cosine_perp100_seed256_3d.csv
tsne_correlation_perp100_seed7_2d,100,correlation,2,7,0.9201629688827566,0.7430936071363529,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed7_2d.csv
tsne_correlation_perp100_seed42_2d,100,correlation,2,42,0.9180707772043927,0.7477769443142568,0.6903515332834704,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed42_2d.csv
tsne_correlation_perp100_seed99_2d,100,correlation,2,99,0.916449057329786,0.751058732985372,0.6842682622787335,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed99_2d.csv
tsne_correlation_perp100_seed123_2d,100,correlation,2,123,0.9221441644306164,0.7517407665838628,0.6798304662179008,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed123_2d.csv
tsne_correlation_perp100_seed256_2d,100,correlation,2,256,0.9229977910821345,0.7441361014861914,0.7041635502368487,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed256_2d.csv
tsne_correlation_perp100_seed7_3d,100,correlation,3,7,0.8817953443858916,0.43170377910575236,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed7_3d.csv
tsne_correlation_perp100_seed42_3d,100,correlation,3,42,0.8793692535785342,0.4358749106086382,0.550536025928696,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed42_3d.csv
tsne_correlation_perp100_seed99_3d,100,correlation,3,99,0.8807041670413972,0.4342048468071056,0.5432061829967589,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed99_3d.csv
tsne_correlation_perp100_seed123_3d,100,correlation,3,123,0.8807516012852024,0.43292270929313487,0.5327349788082772,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed123_3d.csv
tsne_correlation_perp100_seed256_3d,100,correlation,3,256,0.8767674283847274,0.43392382714246136,0.5273497880827723,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_correlation_perp100_seed256_3d.csv
tsne_manhattan_perp100_seed7_2d,100,manhattan,2,7,0.903551762333947,0.7463105397144872,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed7_2d.csv
tsne_manhattan_perp100_seed42_2d,100,manhattan,2,42,0.9110839787236545,0.7397424633344238,0.6650211917227624,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed42_2d.csv
tsne_manhattan_perp100_seed99_2d,100,manhattan,2,99,0.9075326338110531,0.7416894060381265,0.6848666168037897,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed99_2d.csv
tsne_manhattan_perp100_seed123_2d,100,manhattan,2,123,0.906765754904606,0.7406795967968121,0.6795811518324607,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed123_2d.csv
tsne_manhattan_perp100_seed256_2d,100,manhattan,2,256,0.9122406532719952,0.7444985047512336,0.6897531787584144,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed256_2d.csv
tsne_manhattan_perp100_seed7_3d,100,manhattan,3,7,0.8812789941815259,0.4518791585829274,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed7_3d.csv
tsne_manhattan_perp100_seed42_3d,100,manhattan,3,42,0.8745329339749479,0.4508169136204264,0.5234106207928197,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed42_3d.csv
tsne_manhattan_perp100_seed99_3d,100,manhattan,3,99,0.874306160342164,0.4540355301374415,0.5275991024682124,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed99_3d.csv
tsne_manhattan_perp100_seed123_3d,100,manhattan,3,123,0.8784015191101184,0.44523051429466365,0.5281475941161804,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed123_3d.csv
tsne_manhattan_perp100_seed256_3d,100,manhattan,3,256,0.8771675457180729,0.4544542106172942,0.5311393667414609,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/tsne_manhattan_perp100_seed256_3d.csv
