run_id,n_inliers,n_outliers,distance,weight_temp,n_components,seed,trustworthiness,silhouette_breed,seed_stability_vs_base,embedding_csv
trimap_euclidean_in50_out15_seed42_3d_wt0p1,50,15,euclidean,0.1,3,42,0.7555991950598564,-0.0034851266119467804,0.5267015706806283,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed42_3d_wt0p1.csv
trimap_euclidean_in50_out15_seed99_3d_wt0p1,50,15,euclidean,0.1,3,99,0.7546045938357493,-0.0040186990625004915,0.5307404637247569,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed99_3d_wt0p1.csv
trimap_euclidean_in50_out15_seed123_3d_wt0p1,50,15,euclidean,0.1,3,123,0.754251910746209,-0.010740431823152801,0.5424582398404387,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed123_3d_wt0p1.csv
trimap_euclidean_in50_out15_seed256_3d_wt0p1,50,15,euclidean,0.1,3,256,0.7558675210902135,0.00014000805442006652,0.5329344303166292,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed256_3d_wt0p1.csv
trimap_euclidean_in50_out15_seed7_2d_wt0p25,50,15,euclidean,0.25,2,7,0.7097928565546725,-0.13683536962133125,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed7_2d_wt0p25.csv
trimap_euclidean_in50_out15_seed42_2d_wt0p25,50,15,euclidean,0.25,2,42,0.708957748231936,-0.14054875368859418,0.4256793817003241,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed42_2d_wt0p25.csv
trimap_euclidean_in50_out15_seed99_2d_wt0p25,50,15,euclidean,0.25,2,99,0.7107318268976449,-0.1463769731569866,0.4271752680129644,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed99_2d_wt0p25.csv
trimap_euclidean_in50_out15_seed123_2d_wt0p25,50,15,euclidean,0.25,2,123,0.7103514042623273,-0.15427903455006514,0.4319122413363251,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed123_2d_wt0p25.csv
trimap_euclidean_in50_out15_seed256_2d_wt0p25,50,15,euclidean,0.25,2,256,0.7109929049755486,-0.14616172002752761,0.4228371977063077,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed256_2d_wt0p25.csv
trimap_euclidean_in50_out15_seed7_3d_wt0p25,50,15,euclidean,0.25,3,7,0.7572230020411904,0.006775024138116678,1.0,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed7_3d_wt0p25.csv
trimap_euclidean_in50_out15_seed42_3d_wt0p25,50,15,euclidean,0.25,3,42,0.7574884440695242,-0.004311046109579357,0.5137372226377462,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed42_3d_wt0p25.csv
trimap_euclidean_in50_out15_seed99_3d_wt0p25,50,15,euclidean,0.25,3,99,0.7568128286481582,0.000339628242308714,0.5166791323859387,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed99_3d_wt0p25.csv
trimap_euclidean_in50_out15_seed123_3d_wt0p25,50,15,euclidean,0.25,3,123,0.7576998110599201,0.0050888077749433455,0.5169783096484668,/Users/ariya/Documents/school/columbia/CBMF4761/Project/results/embeddings/trimap_euclidean_in50_out15_seed123_3d_wt0p25.csv
